"tree.id","tree.ref","ref.is.self","ref.is.ref","ref.is.tree","ref.missing","plot.id","foc","cmp","species","dbh","ba20","ref","brg.to.ref","backbrg","dist.to.ref","notes","tree.or.logger","former.id","X","brg.to.ref.true","x","y","dummy.coords","elev","cluster","voronoi.area","radius","radius.external"
"1304","1303",FALSE,FALSE,TRUE,FALSE,"SSA15","X",NA,"PSME",150,5,"1303",20,TRUE,14.2,"","tree","","",213.5,-61835.9188105156,111687.87604969,0,719.025022841069,"NL",91.3878333246002,NA,529.4715
"1362","1359",FALSE,FALSE,TRUE,FALSE,"ZA10A-C","X",NA,"PIPO",43,5,"1359",68,FALSE,25.8,"","tree","","",81.5,-45405.9964059766,121761.603855231,0,1789.49370577744,"NH",NA,NA,174.0603
"4026","4025",FALSE,FALSE,TRUE,FALSE,"HEN1","X",NA,"PSME",36,4,"4025",226,TRUE,2.6,"Depends on ref missing on datasheet","tree","","",59.5,-88254.3056167754,100331.982242024,0,374.799283136515,"NL",NA,176.352723100272,150.8091
"4003","4002",FALSE,FALSE,TRUE,FALSE,"LLC1","X",NA,"PSME",28,6,"4002",255,FALSE,16,"","tree","","",268.5,-89469.6107948942,102255.523714451,0,245.044697003662,"NL",42.9134525594925,NA,124.2363
"1144","1143",FALSE,TRUE,FALSE,FALSE,"LESTAN","X",NA,"PIPO",34.8,9,"1143",340,FALSE,10.8,"","tree","","",353.5,1480.56058504191,-21023.1066168362,0,1107.79243236018,"SL",NA,NA,146.82318
"1436","1435",FALSE,FALSE,TRUE,FALSE,"YB01F","X",NA,"PSME",47.5,6,"1435",79,FALSE,5.2,"","tree","","",92.5,10542.3855755899,-48003.0683920701,0,1095.85148763734,"SL",86.31846383983,194.701499980598,189.0075
"4043","4042",FALSE,FALSE,TRUE,FALSE,"ULC1","X",NA,"PSME",31.3,7,"4042",159,TRUE,0.5,"","tree","","",352.5,-83931.5898574643,105126.988931015,0,427.888976147113,"NL",25.7606640728974,137.25447385155,135.19758
"1475","1474",FALSE,FALSE,TRUE,FALSE,"WA01","X",NA,"PILA",100.6,11,"1474",157,FALSE,3.9,"","tree","","",170.5,-54429.8626869983,130085.624660665,0,1462.94174617169,"NH",NA,NA,365.38446
"1397","1485",FALSE,TRUE,FALSE,FALSE,"SS24","X",NA,"PSME",79.3,5,"1485",235,TRUE,7.3,"","tree","","",68.5,-64021.3449834917,117767.023333597,0,1245.3996024463,"NH",66.4901360398863,NA,294.63438
"1034","1094",FALSE,FALSE,TRUE,FALSE,"SS81","X",NA,"PSME",44.3,15,"1094",57,FALSE,8.7,"","tree","","",70.5,-102907.429765636,188421.487980273,0,1181.53746057544,"NH",34.0479245907932,194.222052502312,178.37838
"2104","2100",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"PSME",93.8,12,"2100",342,FALSE,59.1,"","tree","","",355.5,15379.7643412433,-26338.8174781744,0,1490.96053396275,"SL",79.5564010720233,NA,342.79758
"2049","RS77ROCK",FALSE,TRUE,FALSE,FALSE,"RS77","X",NA,"PSME",68.9,6,"RS77ROCK",22,FALSE,17.2,"","tree","","",35.5,17768.6801603508,-10354.027043743,0,1367.36001072235,"SL",116.998007671897,NA,260.08974
"2004","2003",FALSE,FALSE,TRUE,FALSE,"RS98F","X",NA,"PSME",45.7,5,"2003",141,FALSE,9.3,"","tree","","",154.5,31562.7369800306,-32293.9523468529,0,1215.41654713701,"SL",76.8660944795905,200.920086897396,183.02862
"2024","2022",FALSE,FALSE,TRUE,FALSE,"RS58","X",NA,"PSME",74.6,9,"2022",230,TRUE,11.4,"","tree","","",63.5,30534.3332262876,-33514.0740085522,0,1254.90561355148,"SL",58.7158957503374,228.355505034059,279.02286
"2566","2563",FALSE,FALSE,TRUE,FALSE,"RT02","X",NA,"ABCO",41.2,12,"2563",84,FALSE,5.3,"","tree","","",97.5,28496.2305347953,-52321.6938374732,0,1198.95242174174,"SL",17.0717235026711,195.984789664583,168.08142
"1386","1385",FALSE,FALSE,TRUE,FALSE,"ZA03","X",NA,"PSME",42.5,6,"1385",132,FALSE,7.8,"","tree","","",145.5,-49163.0781140833,130824.023353458,0,1679.83067866604,"NH",94.4915891130831,165.929771143383,172.3995
"1361","1362",FALSE,FALSE,TRUE,FALSE,"ZA10A-C","X",NA,"PIPO",73,9,"1362",343,FALSE,14.1,"","tree","","",356.5,-45405.1356215692,121747.530154574,0,1788.57400380925,"NH",24.7662254724125,296.347202905757,273.7083
"4027","4026",FALSE,FALSE,TRUE,FALSE,"HEN1","X",NA,"PSME",34.4,5,"4026",47,FALSE,6,"Depends on ref missing on datasheet","tree","","",60.5,-88259.5277509511,100329.027700663,0,376.659655869878,"NL",63.076297677646,152.981794222593,145.49454
"4004","4003",FALSE,FALSE,TRUE,FALSE,"LLC1","X",NA,"PSME",36,6,"4003",119,TRUE,2.5,"","tree","","",312.5,-89467.7676015522,102253.834738932,0,245.158000263924,"NL",24.0900189930064,164.07597155736,150.8091
"1145","1144",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PSME",114.4,9,"1144",41,FALSE,14.3,"","tree","","",54.5,1468.91873312941,-21031.4106691029,0,1108.19047002176,"SL",58.9541984226454,NA,411.22254
"1111","1110",FALSE,TRUE,FALSE,FALSE,"YSO3","X",NA,"PIPO",76.2,12,"1110",323,FALSE,15,"","tree","","distance from 1110 is a gest guess (was blank on datasheet)",336.5,2834.46703242671,-21360.0998932927,0,1197.06302674262,"SL",4.88992286069554,NA,284.33742
"1254","1254OFFSET",FALSE,TRUE,FALSE,FALSE,"RR33","X",NA,"PSME",48.6,16,"1254OFFSET",203,FALSE,9.6,"","tree","","",216.5,62801.763457099,-84119.2138363176,0,1677.87896252544,"SH",15.9387181595139,187.133111756649,192.66126
"1437","1436",FALSE,FALSE,TRUE,FALSE,"YB01F","X",NA,"PIPO",49.5,8,"1436",75,FALSE,10.8,"","tree","","",88.5,10531.5892764802,-48003.3511031118,0,1093.34211814276,"SL",35.8299609540871,NA,195.6507
"2116","RS91HR1",FALSE,TRUE,FALSE,FALSE,"RS91H","X",NA,"PSME",68.9,12,"RS91HR1",106,FALSE,14.8,"","tree","","",119.5,15619.0181126426,-26032.4819052873,0,1478.34647583135,"SL",48.2016809977663,NA,260.08974
"2600","PM101",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"PIPO",73.5,10,"PM101",172,FALSE,12.7,"","tree","","",185.5,30045.2819326714,-33420.4567388781,0,1201.16057700324,"SL",39.1185338590352,NA,275.3691
"4044","4043",FALSE,FALSE,TRUE,FALSE,"ULC1","X",NA,"PSME",42.8,8,"4043",214,TRUE,6.2,"","tree","","",47.5,-83936.1609769525,105122.800271727,0,430.643436467709,"NL",NA,NA,173.39598
"1450","1449",FALSE,FALSE,TRUE,FALSE,"ZA04A","X",NA,"PSME",56,11,"1449",273,FALSE,11.4,"","tree","","",286.5,-48845.5468162465,130187.371667011,0,1713.62854561127,"NH",77.4092212811726,194.427123420803,217.2411
"1479","1475",FALSE,FALSE,TRUE,FALSE,"WA01","X",NA,"PSME",180.2,14,"1475",64,FALSE,37.3,"","tree","","",77.5,-54466.2785280638,130077.551463065,0,1466.3423898277,"NH",114.623359947745,NA,629.78382
"1488","1397",FALSE,FALSE,TRUE,FALSE,"SS24","X",NA,"PSME",59,8,"1397",115,FALSE,8.6,"","tree","","",128.5,-64028.0754136406,117772.376959472,0,1245.57672954616,"NH",29.2504702746105,NA,227.2059
"1088","1042",FALSE,TRUE,FALSE,FALSE,"SS81B","X",NA,"PSME",117.5,10,"1042",234,FALSE,6,"","tree","","",247.5,-102689.40863473,188592.681714883,0,1122.19690038246,"NH",24.8248737799707,NA,421.5195
"2106","2104",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"PSME",135.1,8,"2104",82,TRUE,14.4,"","tree","","",275.5,15394.0980464998,-26340.1976570107,0,1488.04303387673,"SL",144.623060312977,NA,479.97966
"2151","RS54R1",FALSE,TRUE,FALSE,FALSE,"RS54","X",NA,"PIPO",68.7,8,"RS54R1",63,TRUE,4.7,"","tree","","",256.5,25650.9102836629,-33219.0175883405,0,1430.11977931429,"SL",37.4339378479186,265.747159009815,259.42542
"2050","2049",FALSE,FALSE,TRUE,FALSE,"RS77","X",NA,"PSME",44.1,9,"2049",241,FALSE,11.5,"","tree","","",254.5,17779.7619105627,-10350.9538024181,0,1367.35059104223,"SL",35.3226815459156,NA,177.71406
"2040","RS85BROCK2",FALSE,TRUE,FALSE,FALSE,"RS85B","X",NA,"PIPO",89.8,6,"RS85BROCK2",22,FALSE,11.9,"","tree","","",35.5,16672.5228014171,-11850.8684933883,0,1428.90032703159,"SL",19.2270587167031,NA,329.51118
"1409","1410",FALSE,FALSE,TRUE,FALSE,"RR20","X",NA,"PSME",46.1,4,"1410",244,FALSE,13.2,"","tree","","",257.5,62507.5903242766,-86551.4424958384,0,1725.05957907178,"SH",57.9090798291897,173.07508673066,184.35726
"2008","2004",FALSE,FALSE,TRUE,FALSE,"RS98F","X",NA,"PSME",50.6,9,"2004",31,FALSE,11.2,"","tree","","",44.5,31554.8867962704,-32301.9407518834,0,1215.05651522854,"SL",37.2409676869822,NA,199.30446
"2025","2024",FALSE,FALSE,TRUE,FALSE,"RS58","X",NA,"PSME",103.6,9,"2024",72,FALSE,1.6,"fire scar","tree","","",85.5,30532.7381585536,-33514.1995431054,0,1254.97997909222,"SL",219.474213791818,NA,375.34926
"2501","2500",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"ABCO",32,7,"2500",74,FALSE,13.8,"","tree","","",87.5,28005.0309768031,-48934.6529483941,0,1462.58138514115,"SL",35.6093588988709,NA,137.5227
"2527","2524",FALSE,TRUE,FALSE,FALSE,"RS10","X",NA,"PSME",43.8,12,"2524",140,FALSE,10.5,"","tree","","",153.5,33184.3207276242,-52959.2397309465,0,1276.87516033632,"SL",76.9178701176405,175.464641230352,176.71758
"2569","2566",FALSE,FALSE,TRUE,FALSE,"RT02","X",NA,"PSME",123.5,8,"2566",0,FALSE,9.8,"","tree","","",13.5,28493.9427702295,-52331.2230626931,0,1202.92905488882,"SL",23.562657856198,NA,441.4491
"1387","1386",FALSE,FALSE,TRUE,FALSE,"ZA03","X",NA,"PSME",25.4,7,"1386",76,FALSE,5.1,"","tree","","",89.5,-49168.177919891,130823.978848127,0,1680.64172216086,"NH",15.9765121005096,NA,115.60014
"1307","1305",FALSE,FALSE,TRUE,FALSE,"SSA15","X",NA,"PSME",94.5,5,"1305",195,FALSE,26.2,"","tree","","",208.5,-61810.2232068347,111677.406025594,0,729.384541831124,"NL",50.8967892993685,NA,345.1227
"1363","1361",FALSE,FALSE,TRUE,FALSE,"ZA10A-C","X",NA,"PSME",45,11,"1361",70,FALSE,8.1,"","tree","","",83.5,-45413.1835536002,121746.613208542,0,1790.42097066826,"NH",21.3182101526492,206.489406083185,180.7035
"4028","4027",FALSE,FALSE,TRUE,FALSE,"HEN1","X",NA,"PSME",55.5,3,"4027",66,FALSE,9,"Depends on ref missing on datasheet","tree","","",79.5,-88268.3770451191,100327.387580934,0,377.542793680321,"NL",46.4999426147865,262.33164042558,215.5803
"4005","4004",FALSE,FALSE,TRUE,FALSE,"LLC1","X",NA,"PSME",34.4,6,"4004",188,FALSE,12.6,"","tree","","",201.5,-89463.1496860955,102265.558000289,0,240.057511963306,"NL",53.527241437122,127.041174236962,145.49454
"1226","1225",FALSE,TRUE,FALSE,FALSE,"RR7","X",NA,"PIPO",62.1,6,"1225",30,FALSE,12.5,"","tree","","",43.5,65209.9552422992,-91543.6574846275,0,1401.10466039636,"SL",74.0856943272085,261.256614581256,237.50286
"1134","1133",FALSE,TRUE,FALSE,FALSE,"HARDIN B","X",NA,"PIPO",37,9,"1133",218,TRUE,5.6,"","tree","","",51.5,7506.58795408207,-23024.6610079211,0,1255.52720579393,"SL",35.8516045467531,144.977181983706,154.1307
"1147","1145",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PSME",84.2,15,"1145",41,FALSE,10.7,"","tree","","",54.5,1460.207697083,-21037.624190729,0,1108.96127058132,"SL",NA,NA,310.91022
"1146","1145",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PIPO",74.2,9,"1145",334,FALSE,12.6,"","tree","","",347.5,1471.64587226503,-21043.7119987926,0,1113.32159537066,"SL",27.1986951445623,NA,277.69422
"1112","1111",FALSE,FALSE,TRUE,FALSE,"YSO3","X",NA,"PIPO",42.7,7,"1111",320,FALSE,14.1,"","tree","","",333.5,2840.75842159156,-21372.7184677913,0,1196.60115700459,"SL",91.3778536431117,177.082738232841,173.06382
"1221","1220",FALSE,TRUE,FALSE,FALSE,"RT02C","X",NA,"PSME",52.7,9,"1220",46,FALSE,15.8,"","tree","","",59.5,66660.5800736128,-91289.6579340892,0,1530.11016367487,"SH",26.4256131977451,200.449069521485,206.27982
"1258","1254",FALSE,FALSE,TRUE,FALSE,"RR33","X",NA,"ABCO",43.3,10,"1254",304,FALSE,8.2,"","tree","","",317.5,62807.3032968015,-84125.2595104794,0,1681.78398925211,"SH",NA,196.12495480077,175.05678
"1271","RR71BOULDER",FALSE,TRUE,FALSE,FALSE,"RR71","X",NA,"PSME",62.5,4,"RR71BOULDER",76,FALSE,11,"","tree","","",89.5,63269.9970097736,-86832.0085150754,0,1940.3155848886,"SH",NA,NA,238.8315
"1438","1437",FALSE,FALSE,TRUE,FALSE,"YB01F","X",NA,"PIPO",49.9,11,"1437",20,FALSE,3.7,"","tree","","",33.5,10529.5471096345,-48006.4364806535,0,1091.83060455119,"SL",12.8307334275482,212.551885972121,196.97934
"1499","1500",FALSE,TRUE,FALSE,FALSE,"YB01A","X",NA,"PIPO",45.1,9,"1500",360,FALSE,1.6,"","tree","","",13.5,10302.756450462,-48117.7371031931,0,1109.26999010414,"SL",7.62093114286325,168.922143089833,181.03566
"2122","2116",FALSE,FALSE,TRUE,FALSE,"RS91H","X",NA,"PSME",53.9,8,"2116",322,FALSE,33.3,"","tree","","",335.5,15632.8273976231,-26062.7836156075,0,1472.76221238877,"SL",77.198111679476,218.218988558422,210.26574
"2601","2600",FALSE,FALSE,TRUE,FALSE,"TEDDY","X",NA,"ABCO",41,10,"2600",10,FALSE,15.6,"","tree","","",23.5,30039.0614471962,-33434.7628760385,0,1202.13792812795,"SL",13.6179892909197,140.646821239291,167.4171
"1451","1450",FALSE,FALSE,TRUE,FALSE,"ZA04A","X",NA,"PILA",69.5,12,"1450",189,TRUE,2.9,"","tree","","",22.5,-48846.6565982003,130184.692416367,0,1715.05486285754,"NH",23.3091357480382,NA,262.0827
"1463","1460",FALSE,TRUE,FALSE,FALSE,"ZA07","X",NA,"PIPO",55.7,5,"1460",181,FALSE,35.8,"","tree","","",194.5,-46984.3368202608,129467.854285777,0,1938.68329671529,"NH",98.2879489903933,221.409734436582,216.24462
"4218","4217",FALSE,TRUE,FALSE,FALSE,"ULC1B","X",NA,"PSME",38,4,"4217",247,TRUE,6.2,"","tree","","",80.5,-83858.0471202196,105081.275509836,0,428.006241114696,"NL",73.5473086708647,186.07220302831,157.4523
"1489","1488",FALSE,FALSE,TRUE,FALSE,"SS24","X",NA,"PIPO",80.3,6,"1488",172,FALSE,13.7,"","tree","","",185.5,-64026.7623268311,117786.01388739,0,1246.17287024447,"NH",57.7936370882656,NA,297.95598
"1036","1035",FALSE,FALSE,TRUE,FALSE,"SS81","X",NA,"PSME",28.5,14,"1035",295,FALSE,5.8,"","tree","","",308.5,-102905.221823222,188416.152409299,0,1183.97676584781,"NH",84.3197912614477,123.994886926404,125.8971
"1044","1088",FALSE,FALSE,TRUE,FALSE,"SS81B","X",NA,"ABCO",103.5,15,"1088",133,FALSE,11.3,"","tree","","",146.5,-102695.645522664,188602.104624672,0,1119.01582152262,"NH",24.050696235781,NA,375.0171
"2107","2106",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"ABCO",65.4,11,"2106",51,FALSE,12.8,"","tree","","",64.5,15382.5449548601,-26345.7081990498,0,1491.3588823997,"SL",68.9704771630525,NA,248.46414
"2152","2151",FALSE,FALSE,TRUE,FALSE,"RS54","X",NA,"PSME",71.8,5,"2151",145,FALSE,11.7,"","tree","","",158.5,25646.6222193102,-33208.1317027951,0,1427.19716061328,"SL",52.1583380550271,NA,269.72238
"2051","2050",FALSE,FALSE,TRUE,FALSE,"RS77","X",NA,"PSME",33.9,12,"2050",214,FALSE,18.8,"","tree","","",227.5,17793.6227244947,-10338.252706515,0,1362.70440745569,"SL",64.5988031012341,132.432118470255,143.83374
"2041","2040",FALSE,FALSE,TRUE,FALSE,"RS85B","X",NA,"PSME",81.1,15,"2040",310,TRUE,7.1,"","tree","","",143.5,16668.2995596312,-11845.1611096779,0,1427.55962901523,"SL",26.2233741149059,NA,300.61326
"1411","1409",FALSE,FALSE,TRUE,FALSE,"RR20","X",NA,"PSME",39,3,"1409",114,FALSE,18,"","tree","","",127.5,62493.3099641514,-86540.4847901162,0,1718.91483798856,"SH",104.436718911249,153.737224874663,160.7739
"2009","2008",FALSE,FALSE,TRUE,FALSE,"RS98F","X",NA,"PIPO",34.4,9,"2008",188,TRUE,5.2,"","tree","","",21.5,31552.9809898914,-32306.7789232369,0,1214.7953746017,"SL",8.36012931193693,133.209769225171,145.49454
"2026","2025",FALSE,FALSE,TRUE,FALSE,"RS58","X",NA,"PSME",61.6,7,"2025",95,FALSE,20,"","tree","","",108.5,30513.7716854495,-33507.8534499773,0,1253.67539248743,"SL",23.0762175996848,NA,235.84206
"2502","2501",FALSE,FALSE,TRUE,FALSE,"SA03","X",NA,"ABCO",42.8,7,"2501",158,FALSE,10.6,"","tree","","",171.5,28003.4641970451,-48924.1693802424,0,1459.2209065453,"SL",25.7114476361464,NA,173.39598
"2509","2500",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PIPO",126.7,8,"2500",249,TRUE,37.3,"","tree","","",82.5,27981.8369489317,-48938.9196278182,0,1460.11388166157,"SL",65.2874098356263,NA,452.07822
"2528","2527",FALSE,FALSE,TRUE,FALSE,"RS10","X",NA,"PIPO",115.1,4,"2527",322,TRUE,13.2,"","tree","","",155.5,33178.8467768211,-52947.2282421709,0,1276.41095692018,"SL",92.7763948086569,199.419941312994,413.54766
"2535","2534",FALSE,TRUE,FALSE,FALSE,"RS10","X",NA,"PSME",49.2,9,"2534",271,FALSE,11.6,"","tree","","",284.5,33204.1918959697,-53003.299797331,0,1278.96051904364,"SL",NA,NA,194.65422
"2572","2569",FALSE,FALSE,TRUE,FALSE,"RT02","X",NA,"ABCO",37.2,14,"2569",110,FALSE,13.6,"","tree","","",123.5,28482.6019230494,-52323.7167196929,0,1200.60040822321,"SL",33.7563081592697,128.496233079429,154.79502
