"X.1","tree.id","tree.ref","ref.is.self","ref.is.ref","ref.is.tree","ref.missing","plot.id","foc","cmp","species","dbh","ba20","ref","brg.to.ref","backbrg","dist.to.ref","notes","tree.or.logger","former.id","X","brg.to.ref.true","x","y","dummy.coords","elev","voronoi.area","radius","radius.external"
642,"2153","2151",FALSE,FALSE,TRUE,FALSE,"RS54","X",NA,"PIPO",59,3,"2151",197,FALSE,21.9,"","tree","","",210.5,25662.02537,-33200.14791,0,1428.25944972607,141.9105409,226.625369583313,227.2059
644,"2159","2158",FALSE,FALSE,TRUE,FALSE,"RS54","X",NA,"PIPO",83.2,7,"2158",318,FALSE,14.1,"","tree","","",331.5,25666.30401,-33188.89643,0,1426.60056190354,72.40269392,NA,307.58862
648,"2081","2080",FALSE,FALSE,TRUE,FALSE,"S1A","X",NA,"ABCO",42.8,7,"2080",186,FALSE,8.3,"","tree","","",199.5,12085.71407,-26641.20877,0,1688.24796693566,14.60174189,182.841842568756,173.39598
650,"2085","BIGFIR",FALSE,TRUE,FALSE,FALSE,"S1A","X",NA,"ABCO",122.5,7,"BIGFIR",0,FALSE,0,"","tree","","",13.5,12029.59742,-26668.07684,0,1704.789602451,41.3169089,NA,438.1275
651,"2087","2086",FALSE,FALSE,TRUE,FALSE,"S1A","X",NA,"ABCO",34.1,14,"2086",260,TRUE,0.9,"","tree","","",93.5,12008.18614,-26689.63806,0,1720.11124246638,9.022728689,149.409519147125,144.49806
653,"PM5","PM5",FALSE,TRUE,FALSE,FALSE,"S1A","X",NA,"PSME",59.1,NA,"PM5",0,FALSE,0,"","tree","","",13.5,12045.73727,-26673.57076,0,1704.59304595301,31.13675111,258.197835412567,227.53806
657,"2088","BIGFIR",FALSE,TRUE,FALSE,FALSE,"S1A","X",NA,"PILA",82.2,7,"BIGFIR",357,FALSE,0,"","tree","","",10.5,12029.59742,-26668.07684,0,1704.789602451,43.76874674,NA,304.26702
658,"2092","2091",FALSE,FALSE,TRUE,FALSE,"S1A","X",NA,"PILA",39,9,"2091",114,FALSE,7.9,"","tree","","",127.5,12079.18454,-26659.51364,0,1694.65510769753,18.03462611,136.631894763938,160.7739
659,"2055","2054",FALSE,FALSE,TRUE,FALSE,"RS77","X",NA,"PSME",47.1,5,"2054",202,FALSE,3.7,"","tree","","",215.5,17801.81688,-10339.01214,0,1364.49945458764,NA,171.285939434715,187.67886
660,"2058","2059",FALSE,FALSE,TRUE,FALSE,"RS78","X",NA,"PSME",33.4,3,"2059",358,FALSE,6.7,"","tree","","",11.5,14554.59773,-12551.19539,0,1557.01946131321,38.66233836,150.218640485599,142.17294
661,"2060","2059",FALSE,FALSE,TRUE,FALSE,"RS78","X",NA,"PSME",60.8,4,"2059",72,TRUE,3.9,"","tree","","",265.5,14559.82147,-12544.3239,0,1556.51816142317,63.82837613,250.594763461872,233.18478
662,"2032","RS85BSTUMP",FALSE,TRUE,FALSE,FALSE,"RS85B","X",NA,"PSME",58.4,9,"RS85BSTUMP",343,FALSE,14.2,"","tree","","",356.5,16732.13411,-11870.11195,0,1433.08023213405,27.00570882,245.484507320019,225.21294
663,"2033","2032",FALSE,TRUE,FALSE,FALSE,"RS85B","X",NA,"PIPO",86.6,12,"2032",292,TRUE,3.2,"","tree","","",125.5,16743.6248,-11854.53479,0,1427.44698723416,32.44578033,NA,318.88206
664,"2037","2036",FALSE,FALSE,TRUE,FALSE,"RS85B","X",NA,"PIPO",133.2,6,"2036",351,FALSE,5.9,"","tree","","",4.5,16762.40391,-11867.66758,0,1432.92131747851,50.43829048,NA,473.66862
665,"2039","2038",FALSE,FALSE,TRUE,FALSE,"RS85B","X",NA,"PIPO",78.9,5,"2038",32,TRUE,5.5,"","tree","","",225.5,16693.35964,-11913.42745,0,1431.20167095514,90.21974223,NA,293.30574
666,"2045","2044",FALSE,FALSE,TRUE,FALSE,"RS85B","X",NA,"PSME",61.3,11,"2044",95,FALSE,7.6,"","tree","","",108.5,16617.11614,-11824.5866,0,1420.04549440372,34.95836797,NA,234.84558
667,"2047","2046",FALSE,FALSE,TRUE,FALSE,"RS85B","X",NA,"PSME",59.9,9,"2046",310,FALSE,20.2,"","tree","","",323.5,16660.67446,-11826.05619,0,1423.64608752241,25.10855545,226.363326855875,230.19534
668,"1401","1401",FALSE,TRUE,FALSE,FALSE,"RR20","X",NA,"PSME",100,9,"1401",0,FALSE,0,"","tree","","",13.5,62447.89349,-86579.18124,0,1715.04316185947,2.283849363,NA,363.3915
669,"1415","1414",FALSE,FALSE,TRUE,FALSE,"RR20","X",NA,"PIPO",97.7,5,"1414",56,FALSE,17,"","tree","","",69.5,62476.67382,-86542.52302,0,1715.48136231874,47.3868428,NA,355.75182
670,"2000","2000",FALSE,TRUE,FALSE,FALSE,"RS98F","X",NA,"PSME",106.6,8,"2000",0,FALSE,0,"core includes 2014 wood","tree","","",13.5,31574.48921,-32314.86854,0,1213.95048862685,32.00391713,NA,385.31406
671,"2002","2000",FALSE,TRUE,FALSE,FALSE,"RS98F","X",NA,"PIPO",45.3,8,"2000",43,TRUE,7.1,"","tree","","",236.5,31580.4098,-32310.94979,0,1214.10827708071,216.2966692,201.990263224937,181.69998
672,"2007","2006",FALSE,FALSE,TRUE,FALSE,"RS98F","X",NA,"PIPO",70.8,10,"2006",121,TRUE,8.2,"","tree","","",314.5,31587.49163,-32287.57244,0,1215.3872905241,49.86982543,NA,266.40078
673,"2013","2012",FALSE,FALSE,TRUE,FALSE,"RS98F","X",NA,"PIPO",47.3,9,"2012",284,TRUE,4.7,"","tree","","",117.5,31546.86081,-32290.54485,0,1215.81538307768,45.82135044,NA,188.34318
674,"2014","2014",FALSE,TRUE,FALSE,FALSE,"RS98F","X",NA,"PIPO",57.8,16,"2014",0,FALSE,0,"","tree","","",13.5,31485.59092,-32301.61867,0,1216.39192580213,9.762608024,NA,223.21998
675,"2015","2014",FALSE,TRUE,FALSE,FALSE,"RS98F","X",NA,"PSME",51.9,6,"2014",161,TRUE,1.8,"","tree","","",354.5,31485.76344,-32303.41038,0,1216.28460142489,64.46127941,NA,203.62254
676,"2016","2016",FALSE,TRUE,FALSE,FALSE,"RS98F","X",NA,"PIPO",35.4,2,"2016",0,FALSE,0,"","tree","","",13.5,31530.3806,-32221.33348,0,1220.50775747719,79.65861084,128.361648692251,148.81614
677,"2018","2018",FALSE,TRUE,FALSE,FALSE,"RS98F","X",NA,"PIPO",80.7,5,"2018",0,FALSE,0,"","tree","","",13.5,31542.99481,-32221.58485,0,1220.13661940783,75.04870841,297.865868290443,299.28462
678,"2019","2018",FALSE,TRUE,FALSE,FALSE,"RS98F","X",NA,"PSME",80.5,8,"2018",297,TRUE,6.8,"","tree","","",130.5,31537.82405,-32217.1686,0,1220.67793475635,30.1005619,NA,298.6203
679,"2020","RS58ROCK",FALSE,TRUE,FALSE,FALSE,"RS58","X",NA,"PSME",108.3,11,"RS58ROCK",280,FALSE,12.8,"not enough satellites, ref rock","tree","","",293.5,30559.82005,-33569.15306,0,1278.32932528818,39.92775156,NA,390.96078
680,"2021","2020",FALSE,TRUE,FALSE,FALSE,"RS58","X",NA,"PSME",106.2,9,"2020",35,TRUE,2.8,"","tree","","",228.5,30554.60599,-33509.04627,0,1253.92732803177,32.99620157,NA,383.98542
681,"2023","2022",FALSE,FALSE,TRUE,FALSE,"RS58","X",NA,"PSME",90.5,10,"2022",338,TRUE,9.6,"","tree","","",171.5,30543.11651,-33499.4928,0,1250.52635286563,20.46686825,NA,331.8363
682,"2029","2028",FALSE,FALSE,TRUE,FALSE,"RS58","X",NA,"ABCO",86.5,7,"2028",235,TRUE,8.4,"","tree","","",68.5,30492.43416,-33528.64265,0,1262.80678781962,61.60259992,NA,318.5499
683,"2031","2030",FALSE,FALSE,TRUE,FALSE,"RS58","X",NA,"PSME",124.4,8,"2030",195,TRUE,3.9,"","tree","","",28.5,30508.72801,-33536.36636,0,1264.72522109025,66.38314063,NA,444.43854
684,"2500","2500",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PIPO",83.5,9,"2500",0,FALSE,0,"","tree","","",13.5,28018.81784,-48934.051,0,1464.96191442651,31.11661358,NA,308.5851
685,"2506","2505",FALSE,FALSE,TRUE,FALSE,"SA03","X",NA,"ABCO",45.9,9,"2505",278,FALSE,9.2,"","tree","","",291.5,27989.46671,-48949.4632,0,1464.87183357715,37.38089081,167.0888826172,183.69294
686,"2507","2500",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PIPO",78.5,8,"2500",305,FALSE,14.5,"","tree","","",318.5,28028.42583,-48944.91086,0,1469.88106510599,25.39362254,NA,291.9771
687,"2508","2500",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PIPO",101,6,"2500",278,FALSE,41,"","tree","","",291.5,28056.96496,-48949.07755,0,1474.82000305542,NA,NA,366.7131
688,"2515","2514",FALSE,FALSE,TRUE,FALSE,"SA03","X",NA,"ABCO",41.4,10,"2514",50,FALSE,8.1,"","tree","","",63.5,28003.79905,-48931.89661,0,1462.18637310852,24.25164824,NA,168.74574
689,"2516","2503",FALSE,FALSE,TRUE,FALSE,"SA03","X",NA,"ABCO",42.5,9,"2503",69,FALSE,2.9,"","tree","","",82.5,27992.85935,-48921.81069,0,1457.73690226476,23.15266854,216.218311848033,172.3995
690,"2518","2500",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PSME",41.9,7,"2500",302,FALSE,15,"","tree","","",315.5,28029.33148,-48944.74976,0,1469.96696259435,12.03980408,NA,170.40654
691,"2519","2512",FALSE,FALSE,TRUE,FALSE,"SA03","X",NA,"PSME",68.5,7,"2512",63,FALSE,13.3,"","tree","","",76.5,27955.61251,-48918.62156,0,1451.54723889686,42.0250049,NA,258.7611
693,"2523","2521",FALSE,FALSE,TRUE,FALSE,"SA03","X",NA,"ABCO",42.5,10,"2521",259,FALSE,10.6,"","tree","","",272.5,28161.21316,-48866.23538,0,1449.6867514997,19.46172488,NA,172.3995
694,"PM293","PM293",FALSE,TRUE,FALSE,FALSE,"SB01","X",NA,"PSME",44.3,13,"PM293",0,FALSE,0,"","tree","","",13.5,32863.56802,-52585.78541,0,1261.89423170217,19.17366795,NA,178.37838
695,"2583","PM293",FALSE,TRUE,FALSE,FALSE,"SB01","X",NA,"PIPO",45.5,9,"PM293",57,FALSE,8.2,"","tree","","",70.5,32855.83836,-52588.52262,0,1262.52898969179,13.43287789,162.1156328156,182.3643
696,"2584","PM294",FALSE,TRUE,FALSE,FALSE,"SB01","X",NA,"PIPO",63,9,"PM294",76,FALSE,4.3,"","tree","","",89.5,32873.10331,-52590.28746,0,1261.90708899874,38.23959775,NA,240.4923
697,"PM294","PM294",FALSE,TRUE,FALSE,FALSE,"SB01","X",NA,"PSME",31.8,13,"PM294",0,FALSE,0,"","tree","","",13.5,32877.40314,-52590.24994,0,1261.69699448295,59.25957116,NA,136.85838
698,"2585","PM292",FALSE,TRUE,FALSE,FALSE,"SB01","X",NA,"PIPO",43.8,9,"PM292",305,FALSE,9.2,"","tree","","",318.5,32867.99207,-52614.01066,0,1265.46161373316,NA,152.808418421387,176.71758
700,"PM290","PM290",FALSE,TRUE,FALSE,FALSE,"SB01","X",NA,"PSME",38,NA,"PM290",0,FALSE,0,"","tree","","",13.5,32881.61952,-52607.89095,0,1264.02020228532,6.525010788,163.227443343386,157.4523
701,"2587","PM290",FALSE,TRUE,FALSE,FALSE,"SB01","X",NA,"PIPO",46,10,"PM290",162,FALSE,9.1,"","tree","","",175.5,32880.90555,-52598.81901,0,1262.76073838405,3.277402778,192.42196300969,184.0251
702,"PM285","PM285",FALSE,TRUE,FALSE,FALSE,"SB01","X",NA,"PSME",60,NA,"PM285",0,FALSE,0,"","tree","","",13.5,32887.08482,-52644.70318,0,1268.50016425369,37.62055267,NA,230.5275
703,"2588","PM285",FALSE,TRUE,FALSE,FALSE,"SB01","X",NA,"PIPO",58.7,4,"PM285",88,FALSE,15.8,"","tree","","",101.5,32871.60201,-52641.55316,0,1268.80543103529,11.21850425,180.187873896666,226.20942
704,"2590","2589",FALSE,FALSE,TRUE,FALSE,"SB01","X",NA,"PSME",37.3,10,"2589",276,FALSE,6.8,"refugium sample","tree","","",289.5,32925.18131,-52593.65862,0,1260.05132584831,11.82810556,155.113836262846,155.12718
705,"2524","2524",FALSE,TRUE,FALSE,FALSE,"RS10","X",NA,"PIPO",81.1,13,"2524",0,FALSE,0,"GPS WAY POINT","tree","","",13.5,33189.0058,-52968.63654,0,1277.39672378969,11.33057173,NA,300.61326
706,"2526","2525",FALSE,FALSE,TRUE,FALSE,"RS10","X",NA,"PIPO",69,10,"2525",190,FALSE,2.8,"","tree","","",203.5,33194.09171,-52965.04222,0,1276.63901612491,7.330148518,NA,260.4219
707,"2531","2532",FALSE,FALSE,TRUE,FALSE,"RS10","X",NA,"PIPO",105,9,"2532",18,FALSE,8.2,"","tree","","",31.5,33166.40821,-52983.08199,0,1281.08352497465,33.76549887,117.790128520382,379.9995
708,"2533","2530",FALSE,FALSE,TRUE,FALSE,"RS10","X",NA,"PSME",76.3,7,"2530",227,FALSE,8.5,"","tree","","",240.5,33176.27302,-52965.76829,0,1278.51760324214,53.01850983,237.497804076819,284.66958
710,"2539","2538",FALSE,FALSE,TRUE,FALSE,"RS10","X",NA,"ABCO",89,11,"2538",340,FALSE,12.7,"","tree","","",353.5,33219.62389,-53032.85927,0,1280.65354571062,5.493069001,259.276883679561,326.8539
711,"2540","2538",FALSE,FALSE,TRUE,FALSE,"RS10","X",NA,"PSME",35.5,12,"2538",308,FALSE,4.3,"","tree","","",321.5,33220.86302,-53023.60612,0,1279.82532968043,NA,142.983405164615,149.1483
712,"2541","2532",FALSE,FALSE,TRUE,FALSE,"RS10","X",NA,"PSME",39.9,12,"2532",235,FALSE,7,"","tree","","",248.5,33177.20562,-52973.52483,0,1279.106082168,55.46325989,NA,163.76334
713,"2561","2561",FALSE,TRUE,FALSE,FALSE,"RT02","X",NA,"PSME",47.5,11,"2561",0,FALSE,0,"","tree","","",13.5,28502.06576,-52321.11168,0,1198.95741478721,16.26737908,NA,189.0075
714,"2562","2561",FALSE,TRUE,FALSE,FALSE,"RT02","X",NA,"ABCO",43.8,7,"2561",358,TRUE,7.1,"","tree","","",191.5,28503.48128,-52314.15422,0,1195.82649008049,30.14594098,210.045780988827,176.71758
715,"2565","2564",FALSE,FALSE,TRUE,FALSE,"RT02","X",NA,"PSME",51,13,"2564",298,FALSE,3.3,"","tree","","",311.5,28502.80903,-52343.33721,0,1208.71003126856,12.28115727,225.46302529148,200.6331
716,"2568","2567",FALSE,FALSE,TRUE,FALSE,"RT02","X",NA,"ABCO",38.4,13,"2567",146,FALSE,4.1,"","tree","","",159.5,28492.81179,-52317.59243,0,1197.87595926276,58.85781698,NA,158.78094
717,"2571","2570",FALSE,FALSE,TRUE,FALSE,"RT02","X",NA,"PSME",107.7,8,"2570",84,FALSE,7.7,"","tree","","",97.5,28502.84986,-52340.35448,0,1207.38271248326,17.79692252,NA,388.96782
719,"PM41","PM41",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"PSME",NA,NA,"PM41",0,FALSE,0,"","tree","","",13.5,30023.05277,-33416.37318,0,1198.66577520238,17.26041068,262.377758470342,NA
720,"PM44","PM44",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"PSME",NA,NA,"PM44",0,FALSE,0,"","tree","","",13.5,30041.62889,-33436.29309,0,1202.81067941554,22.58473767,156.558322848324,NA
722,"PM48","PM48",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"",NA,NA,"PM48",0,FALSE,0,"","tree","","",13.5,30042.32113,-33464.74829,0,1206.64243141725,75.91452674,148.285883744254,NA
723,"PM101","PM101",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"",NA,NA,"PM101",0,FALSE,0,"","tree","","",13.5,30044.06469,-33433.09827,0,1202.7467185643,24.43367504,230.557840482936,NA
724,"1381","1381",FALSE,TRUE,FALSE,FALSE,"ZA03","X",NA,"PSME",120.5,2,"1381",0,FALSE,0,"","tree","","",13.5,-49118.4794,130838.6388,0,1675.47263126145,133.2015326,NA,431.4843
725,"1392","1391",FALSE,FALSE,TRUE,FALSE,"ZA03","X",NA,"PIPO",58.9,4,"1391",168,TRUE,3.1,"","tree","","",1.5,-49172.38303,130853.0676,0,1689.21527584469,85.99154603,NA,226.87374
726,"1393","1391",FALSE,FALSE,TRUE,FALSE,"ZA03","X",NA,"PSME",54.4,6,"1391",175,FALSE,10.8,"","tree","","",188.5,-49170.70554,130866.8479,0,1693.58863963401,8.241907224,NA,211.92654
727,"1395","1394",FALSE,FALSE,TRUE,FALSE,"ZA03","X",NA,"PIPO",68.6,12,"1394",257,FALSE,7.3,"","tree","","",270.5,-49115.01715,130867.7236,0,1682.08545276795,NA,NA,259.09326
728,"1396","1381",FALSE,TRUE,FALSE,FALSE,"ZA03","X",NA,"PIPO",81.3,7,"1381",164,FALSE,21.2,"","tree","","",177.5,-49119.40414,130859.8186,0,1680.91228206334,19.88586884,NA,301.27758
729,"1316","1316",FALSE,TRUE,FALSE,FALSE,"ZA22","X",NA,"PSME",41,6,"1316",0,FALSE,0,"","tree","","",13.5,-52827.0514,113478.0021,0,1072.9837770957,67.28098864,177.535398320132,167.4171
730,"1320","1318",FALSE,FALSE,TRUE,FALSE,"ZA22","X",NA,"PSME",44.6,5,"1318",90,TRUE,1.3,"","tree","","",283.5,-52822.39107,113482.6171,0,1074.96158818133,13.33155321,188.458527310801,179.37486
731,"1321","1321",FALSE,TRUE,FALSE,FALSE,"ZA22","X",NA,"PSME",28,6,"1321",0,FALSE,0,"","tree","","",13.5,-52806.39325,113482.8717,0,1074.22222398259,9.690302387,NA,124.2363
732,"1324","1323",FALSE,FALSE,TRUE,FALSE,"ZA22","X",NA,"PSME",NA,7,"1323",270,FALSE,2.4,"","tree","","",283.5,-52798.67853,113480.7111,0,1073.12930908773,8.063265763,114.482318560735,NA
733,"1325","1325",FALSE,TRUE,FALSE,FALSE,"ZA24","X",NA,"PSME",65.3,5,"1325",0,FALSE,0,"","tree","","",13.5,-54396.6083,115456.5168,0,1347.86748308043,13.11145419,208.917489704829,248.13198
734,"1328","1327",FALSE,FALSE,TRUE,FALSE,"ZA24","X",NA,"PSME",31.3,3,"1327",132,FALSE,2.4,"","tree","","",145.5,-54408.58181,115467.9294,0,1343.3928199076,25.53268514,137.562601470629,135.19758
735,"1330","1329",FALSE,FALSE,TRUE,FALSE,"ZA24","X",NA,"ABCO",33,7,"1329",267,TRUE,9.2,"","tree","","",100.5,-54411.67037,115454.0586,0,1347.21961427668,13.20933399,133.829948338738,140.8443
736,"1334","1333",FALSE,FALSE,TRUE,FALSE,"ZA24","X",NA,"PSME",80.6,5,"1333",283,FALSE,18.3,"","tree","","",296.5,-54392.42937,115427.6504,0,1358.70276763716,42.3294166,NA,298.95246
737,"1336","1335",FALSE,FALSE,TRUE,FALSE,"ZA24","X",NA,"ABCO",34.4,6,"1335",84,FALSE,16.1,"","tree","","",97.5,-54431.38043,115475.6959,0,1340.07972858607,6.4063948,226.365511257981,145.49454
738,"1301","1301",FALSE,TRUE,FALSE,FALSE,"SSA15","X",NA,"PIPO",61,7,"1301",0,FALSE,0,"","tree","","",13.5,-61854.41529,111693.4287,0,715.027166915992,57.30608456,NA,233.8491
741,"1312","1311",FALSE,FALSE,TRUE,FALSE,"SSA15","X",NA,"PSME",48.8,6,"1311",210,FALSE,2.9,"","tree","","",223.5,-61778.67825,111724.5167,0,720.212714035956,NA,225.827855923548,193.32558
742,"1313","1311",FALSE,FALSE,TRUE,FALSE,"SSA15","X",NA,"PIPO",116.8,8,"1311",5,TRUE,36.9,"","tree","","",198.5,-61768.96594,111757.4063,0,700.538094071497,40.63901659,NA,419.19438
743,"1314","1304",FALSE,FALSE,TRUE,FALSE,"SSA15","X",NA,"PSME",120.5,7,"1304",149,FALSE,4.5,"","tree","","",162.5,-61837.27199,111692.1678,0,717.410325056929,102.7481717,NA,431.4843
744,"1337","1337",FALSE,TRUE,FALSE,FALSE,"SS15","X",NA,"PSME",65.7,3,"1337",0,FALSE,0,"","tree","","",13.5,-53806.57326,115834.4514,0,1329.28079095927,38.25090453,265.124948408012,249.46062
746,"1339","1338",FALSE,TRUE,FALSE,FALSE,"SS15","X",NA,"PSME",30.5,10,"1338",198,FALSE,1,"sapling thicket ","tree","","",211.5,-53833.61143,115827.8649,0,1329.95986142556,15.39759712,162.360413985588,132.5403
747,"1341","1341",FALSE,TRUE,FALSE,FALSE,"SS15","X",NA,"PIPO",49.8,14,"1341",0,FALSE,0,"","tree","","",13.5,-53853.82052,115836.3077,0,1334.90337954407,1.097071437,NA,196.64718
748,"1342","1340",FALSE,FALSE,TRUE,FALSE,"SS15","X",NA,"PSME",39.2,11,"1340",108,FALSE,4.4,"","tree","","",121.5,-53858.64032,115841.6232,0,1337.15032007605,23.00286643,NA,161.43822
749,"1343","1341",FALSE,TRUE,FALSE,FALSE,"SS15","X",NA,"PIPO",29.5,12,"1341",354,FALSE,1.5,"","tree","","",7.5,-53854.01631,115834.8206,0,1334.43521597176,5.23637571,105.054311105974,129.2187
750,"1345","1345",FALSE,TRUE,FALSE,FALSE,"SS15","X",NA,"PIPO",54.8,1,"1345",0,FALSE,0,"","tree","","",13.5,-53831.69263,115849.8666,0,1337.32291667892,77.59443583,NA,213.25518
751,"1346","1345",FALSE,TRUE,FALSE,FALSE,"SS15","X",NA,"PSME",32.7,17,"1345",28,TRUE,5,"","tree","","",221.5,-53828.37953,115853.6113,0,1338.24657475166,8.822877444,122.146509444541,139.84782
752,"1344","1344",FALSE,TRUE,FALSE,FALSE,"SS15","X",NA,"PIPO",51.2,5,"1344",0,FALSE,0,"","tree","","",13.5,-53875.37009,115851.5517,0,1341.63218602408,57.39631676,192.150636411089,201.29742
755,"1352","1350",FALSE,FALSE,TRUE,FALSE,"ZA09","X",NA,"ABCO",46.4,8,"1350",195,TRUE,3.6,"","tree","","",28.5,-45822.00282,121740.3984,0,1812.20763588578,5.045131377,184.038079977861,185.35374
756,"1353","1353",FALSE,TRUE,FALSE,FALSE,"ZA09","X",NA,"PSME",74.5,10,"1353",0,FALSE,0,"had same size comp very near that was ripped out of ground --> ABMA","tree","","",13.5,-45808.52821,121787.593,0,1805.66037059664,22.34280501,NA,278.6907
757,"1354","1353",FALSE,TRUE,FALSE,FALSE,"ZA09","X",NA,"ABCO",59,9,"1353",299,FALSE,6.6,"","tree","","",312.5,-45803.66218,121783.1341,0,1808.20413435972,19.43654965,NA,227.2059
758,"1356","1355",FALSE,FALSE,TRUE,FALSE,"ZA09","X",NA,"PSME",29.5,14,"1355",322,FALSE,9.7,"","tree","","",335.5,-45816.03619,121765.3605,0,1808.57345896721,20.02061095,131.805848528959,129.2187
759,"1371","1371",FALSE,TRUE,FALSE,FALSE,"A1","X",NA,"PSME",72.5,7,"1371",0,FALSE,0,"","tree","","",13.5,-43019.3862,122457.6734,0,1591.89005437398,15.21794549,NA,272.0475
760,"1375","1374",FALSE,FALSE,TRUE,FALSE,"A1","X",NA,"ABCO",38.8,12,"1374",215,FALSE,1,"ROTTEN CORE","tree","","",228.5,-42996.20539,122444.9893,0,1602.30902603456,14.53586094,NA,160.10958
761,"1378","1378",FALSE,TRUE,FALSE,FALSE,"A1","X",NA,"PSME",63.5,7,"1378",0,FALSE,0,"changed ref to new self GPS point because follow-up field visit show it was impropoerly referenced to 1371","tree","","",13.5,-42998.39594,122478.6078,0,1591.46088663366,38.2619024,314.964873686962,242.1531
762,"1380","1377",FALSE,FALSE,TRUE,FALSE,"A1","X",NA,"ABCO",50.6,11,"1377",257,FALSE,6,"","tree","","",270.5,-42967.10897,122469.5892,0,1600.43636357761,15.32138191,NA,199.30446
763,"1379","1378",FALSE,TRUE,FALSE,FALSE,"A1","X",NA,"PSME",70.8,4,"1378",60,TRUE,3.1,"","tree","","",253.5,-42995.4236,122479.4882,0,1591.71223646401,53.28511319,NA,266.40078
764,"1357","1357",FALSE,TRUE,FALSE,FALSE,"ZA10A-C","X",NA,"PSME",52,6,"1357",0,FALSE,0,"","tree","","",13.5,-45341.43242,121760.9685,0,1772.06243402671,49.41587202,265.933123198204,203.9547
765,"1360","1359",FALSE,FALSE,TRUE,FALSE,"ZA10A-C","X",NA,"PSME",45.5,13,"1359",99,FALSE,11.2,"","tree","","",112.5,-45390.82725,121769.7034,0,1783.33743335977,54.19643252,201.51285952778,182.3643
766,"1364","1363",FALSE,FALSE,TRUE,FALSE,"ZA10A-C","X",NA,"PIPO",46,11,"1363",218,TRUE,3.4,"","tree","","",51.5,-45415.84442,121744.4967,0,1791.02150537993,32.45675257,187.580924518917,184.0251
767,"1368","1367",FALSE,FALSE,TRUE,FALSE,"ZA10A-C","X",NA,"PIPO",65.5,8,"1367",224,FALSE,5.7,"","tree","","",237.5,-45434.30651,121775.6751,0,1796.1242065034,5.681249896,NA,248.7963
768,"1370","1369",FALSE,FALSE,TRUE,FALSE,"ZA10A-C","X",NA,"PSME",44,4,"1369",158,TRUE,15.6,"","tree","","",351.5,-45442.3905,121744.345,0,1796.18235649234,NA,208.198993264494,177.3819
769,"4200","4200",FALSE,TRUE,FALSE,FALSE,"ARE1","X",NA,"PSME",39.8,4,"4200",0,FALSE,0,"","tree","","",13.5,-82035.96767,106479.1268,0,586.3129355235,NA,162.443123363927,163.43118
770,"4203","4200",FALSE,TRUE,FALSE,FALSE,"ARE1","X",NA,"PSME",49.1,6,"4200",40,FALSE,6,"","tree","","",53.5,-82040.79081,106475.5579,0,587.266902606479,NA,173.764426131502,194.32206
771,"4205","4202",FALSE,FALSE,TRUE,FALSE,"ARE1","X",NA,"PSME",51.2,6,"4202",80,FALSE,9,"","tree","","",93.5,-82045.06519,106467.5786,0,587.209273723959,19.4137858,222.221939628514,201.29742
772,"4206","4204",FALSE,FALSE,TRUE,FALSE,"ARE1","X",NA,"PSME",36.5,5,"4204",250,FALSE,0.9,"","tree","","",263.5,-82030.90087,106467.4457,0,583.442757465868,44.23880099,195.861568184157,152.4699
773,"4207","4207",FALSE,TRUE,FALSE,FALSE,"ARE1","X",NA,"PSME",76.9,6,"4207",0,FALSE,0,"","tree","","",13.5,-82141.78975,106291.7466,0,593.241780329215,NA,NA,286.66254
775,"4216","4215",FALSE,FALSE,TRUE,FALSE,"ARE1","X",NA,"PSME",32.2,6,"4215",355,FALSE,0.7,"","tree","","",8.5,-82140.65262,106311.2661,0,593.643679147742,103.2463363,152.448948618232,138.18702
776,"4015","4015",FALSE,TRUE,FALSE,FALSE,"HEN1","X",NA,"PSME ",33,4,"4015",0,FALSE,0,"","tree","","",13.5,-88276.13495,100298.526,0,390.08118943231,NA,NA,140.8443
777,"4018","4017",FALSE,FALSE,TRUE,FALSE,"HEN1","X",NA,"PSME",27.1,11,"4017",42,TRUE,2.5,"","tree","","",235.5,-88272.38126,100303.2189,0,389.073819915008,NA,110.549828262548,121.24686
778,"4019","4019",FALSE,TRUE,FALSE,FALSE,"HEN1","X",NA,"PSME",70,NA,"4019",0,FALSE,0,"","tree","","",13.5,-88227.23209,100322.6901,0,379.648485409667,NA,NA,263.7435
779,"4033","4032",FALSE,FALSE,TRUE,FALSE,"HEN1","X",NA,"PIPO",58.9,8,"4032",354,FALSE,15,"Depends on ref missing on datasheet","tree","","",7.5,-88286.70552,100318.8797,0,382.456089298539,24.33496961,NA,226.87374
780,"4034","4034",FALSE,TRUE,FALSE,FALSE,"HEN1","X",NA,"PISA",42.8,2,"4034",0,FALSE,0,"super cornus thicket","tree","","",13.5,-88271.22456,100320.9453,0,381.903587624191,75.78447972,171.606793575205,173.39598
