"X.1","tree.id","tree.ref","ref.is.self","ref.is.ref","ref.is.tree","ref.missing","plot.id","foc","cmp","species","dbh","ba20","ref","brg.to.ref","backbrg","dist.to.ref","notes","tree.or.logger","former.id","X","brg.to.ref.true","x","y","dummy.coords","elev","voronoi.area","radius","radius.external"
257,"1007","1005",FALSE,TRUE,FALSE,FALSE,"SSC5B","X",NA,"PIPO",46.4,11,"1005",80,FALSE,10.4,"","tree","","",93.5,-108617.1092,179551.1019,0,641.612889950716,29.00798363,NA,185.35374
259,"PM35","PM27",FALSE,TRUE,FALSE,FALSE,"HARDIN","x",NA,"PSME",60.4,7,"PM27",203,FALSE,17.8,"bearing might be with declination","tree","","",216.5,9895.166255,-23061.07915,0,1362.37675405353,NA,257.829764726539,231.85614
260,"1319","1108",FALSE,FALSE,TRUE,FALSE,"HARDIN","X",NA,"PIPO",63.7,11,"1108",72,FALSE,5.7,"","tree","","",85.5,9888.006656,-23084.86319,0,1363.06199161749,29.60439425,NA,242.81742
261,"1137","1136",FALSE,FALSE,TRUE,FALSE,"HARDIN B","X",NA,"PSME",61.7,11,"1136",61,FALSE,10.8,"","tree","","",74.5,7484.684267,-23033.97993,0,1253.23625733903,33.63634204,262.36059950524,236.17422
262,"1151","1150",FALSE,FALSE,TRUE,FALSE,"LESTAN","x",NA,"PSME",43.1,10,"1150",5,FALSE,16,"","tree","","",18.5,1427.246947,-21056.57288,0,1109.46575452643,43.51489509,173.594571569689,174.39246
263,"1159","1156",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PSME",34.5,13,"1156",229,FALSE,21.6,"","tree","","",242.5,1503.43305,-21046.28156,0,1119.8783654268,14.75257801,145.880828194336,145.8267
264,"1124","1123",FALSE,FALSE,TRUE,FALSE,"YSO3","X",NA,"PIPO",74.6,13,"1123",155,TRUE,7.2,"","tree","","",348.5,2789.139732,-21293.16143,0,1195.72176268771,53.07167851,NA,279.02286
265,"1117","1116",FALSE,FALSE,TRUE,FALSE,"YSO3","X",NA,"PIPO",66.8,13,"1116",358,FALSE,10,"","tree","","",11.5,2817.644423,-21390.42874,0,1194.08771470049,84.51545305,259.767498531394,253.11438
266,"1120","1119",FALSE,FALSE,TRUE,FALSE,"YSO3","X",NA,"PILA",66.3,9,"1119",96,FALSE,4.5,"","tree","","",109.5,2781.720171,-21377.47147,0,1191.03155663084,61.61697694,NA,251.45358
267,"1062","PM195",FALSE,TRUE,FALSE,FALSE,"RT01","X",NA,"PSME",39.6,7,"PM195",0,FALSE,0,"pm195","tree","PM195","",13.5,66447.6211,-91496.98197,0,1516.62486516838,25.77916859,172.042242201597,162.76686
268,"1066","PM213",FALSE,TRUE,FALSE,FALSE,"RT01","X",NA,"PSME",55.7,NA,"PM213",0,FALSE,0,"pm213","tree","PM213","",13.5,66476.72607,-91508.3616,0,1526.92151248954,29.01790017,231.531617338188,216.24462
269,"1068","PM208",FALSE,TRUE,FALSE,FALSE,"RT01","X",NA,"PSME",46.3,NA,"PM208",0,FALSE,0,"pm208","tree","PM208","",13.5,66446.00257,-91525.48792,0,1516.27794910341,13.66465074,215.378030597759,185.02158
270,"1071","1070",FALSE,FALSE,TRUE,FALSE,"RT01","X",NA,"PIPO",47,9,"1070",192,TRUE,9.4,"","tree","","",25.5,66445.55459,-91482.35217,0,1515.02673018598,12.27518942,217.75651947718,187.3467
271,"1076","1075",FALSE,FALSE,TRUE,FALSE,"RT02B","X",NA,"PSME",29.4,5,"1075",298,FALSE,2.2,"","tree","","",311.5,66603.82336,-91485.38374,0,1526.18922970966,11.15112417,NA,128.88654
272,"1232","1227",FALSE,FALSE,TRUE,FALSE,"RR7","X",NA,"PIPO",70.3,8,"1227",70,FALSE,6.4,"dwarf mistletoe","tree","","",83.5,65201.63668,-91537.76613,0,1400.51015109798,47.04344556,255.651376695913,264.73998
273,"1237","1223",FALSE,FALSE,TRUE,FALSE,"RT02C","X",NA,"PIPO",68.9,5,"1223",348,FALSE,14.9,"","tree","","",1.5,66651.30122,-91323.03928,0,1522.96878960527,75.24771884,250.766470584,260.08974
274,"1224","1223",FALSE,FALSE,TRUE,FALSE,"RT02C","X",NA,"PSME",34.1,6,"1223",260,FALSE,7.2,"","tree","","",273.5,66658.87783,-91308.58394,0,1526.55054112109,NA,125.380607765274,144.49806
275,"1247","1246",FALSE,FALSE,TRUE,FALSE,"RR32","X",NA,"PSME",61.2,8,"1246",235,FALSE,20,"","tree","","",248.5,62237.88914,-85125.66954,0,1704.36533764372,66.51471468,215.073041451723,234.51342
276,"1079","1260",FALSE,FALSE,TRUE,FALSE,"RR33","X",NA,"PSME",67.9,11,"1260",26,FALSE,26.4,"projectile core; explosive pitch","tree","","",39.5,62804.25383,-84146.51718,0,1689.68009945932,NA,NA,256.76814
277,"1268","1271",FALSE,FALSE,TRUE,FALSE,"RR71","X",NA,"PSME",56,7,"1271",298,FALSE,13.8,"","tree","","",311.5,63280.3326,-86841.15267,0,1948.40769481088,NA,269.853742690166,217.2411
278,"1267","1270",FALSE,FALSE,TRUE,FALSE,"RR71","X",NA,"PSME",47.8,9,"1270",42,FALSE,3.5,"","tree","","",55.5,63263.57973,-86835.14331,0,1938.79917515708,20.33156061,163.338380053058,190.00398
279,"1263","1271",FALSE,FALSE,TRUE,FALSE,"RR71","X",NA,"ABCO",46.2,7,"1271",170,FALSE,12.4,"","tree","","",183.5,63270.75401,-86819.63164,0,1938.69217432643,NA,178.78003029028,184.68942
280,"1278","1279",FALSE,FALSE,TRUE,FALSE,"RT02D","X",NA,"PSME",30.2,8,"1279",100,TRUE,1.6,"","tree","","",293.5,67008.58865,-90765.2418,0,1567.17869877456,38.4223197,111.119982474369,131.54382
281,"1273","1274",FALSE,FALSE,TRUE,FALSE,"RT02D","X",NA,"PIPO",38.4,7,"1274",52,TRUE,7.4,"","tree","","",245.5,67009.53404,-90756.92709,0,1564.56894962998,17.4403513,133.095617095792,158.78094
282,"1440","1439",FALSE,FALSE,TRUE,FALSE,"YB01F","X",NA,"PIPO",47.6,7,"1439",231,FALSE,3.7,"","tree","","",244.5,10530.66494,-48009.26231,0,1090.68573812612,16.93359654,157.480785611877,189.33966
283,"1427","1425",FALSE,TRUE,FALSE,FALSE,"YB01B","X",NA,"PSME",37.7,8,"1425",197,FALSE,6.1,"","tree","","",210.5,10504.45205,-47879.70893,0,1111.62395043968,29.79751525,158.30886687956,156.45582
284,"1430","1429",FALSE,TRUE,FALSE,FALSE,"YB01B","X",NA,"PSME",28.7,5,"1429",221,FALSE,9.8,"","tree","","",234.5,10512.25746,-47917.68802,0,1110.55785458359,39.3336654,123.486643134106,126.56142
285,"1417","1498",FALSE,FALSE,TRUE,FALSE,"YB01A","X",NA,"PSME",36.8,9,"1498",240,TRUE,3.6,"","tree","","",73.5,10297.15403,-48124.07665,0,1112.01818119824,20.32636095,NA,153.46638
286,"1494","1497",FALSE,FALSE,TRUE,FALSE,"YB01A","X",NA,"PIPO",41.7,8,"1497",24,FALSE,16.6,"","tree","","",37.5,10307.88399,-48124.72732,0,1110.93489054887,64.16464016,188.651178031076,169.74222
287,"2140","RS98BROCK",FALSE,TRUE,FALSE,FALSE,"RS98B","X",NA,"PSME",64.8,5,"RS98BROCK",64,FALSE,14.6,"","tree","","",77.5,33189.93729,-31907.19273,0,1233.40618282591,16.12047622,NA,246.47118
288,"2144","2143",FALSE,FALSE,TRUE,FALSE,"RS98B","X",NA,"PSME",36,4,"2143",105,TRUE,6.7,"","tree","","",298.5,33197.15162,-31890.62977,0,1240.92524953554,38.58488271,126.22313007115,150.8091
289,"2146","RS98BROCK",FALSE,TRUE,FALSE,FALSE,"RS98B","X",NA,"PIPO",31,9,"RS98BROCK",50,FALSE,6.2,"","tree","","",63.5,33198.64262,-31906.79914,0,1233.40710582134,22.06908035,NA,134.2011
290,"2148","RS98BROCK2",FALSE,TRUE,FALSE,FALSE,"RS98B","X",NA,"PSME",129.3,8,"RS98BROCK2",340,FALSE,4.8,"","tree","","",353.5,33235.72323,-31879.55929,0,1245.66291748156,39.62108048,NA,460.71438
291,"2120","2119",FALSE,FALSE,TRUE,FALSE,"RS91H","X",NA,"PIPO",104.6,14,"2119",178,FALSE,6.5,"","tree","","",191.5,15632.72146,-26018.80384,0,1482.6886803518,21.51434726,NA,378.67086
292,"2126","2125",FALSE,FALSE,TRUE,FALSE,"RS91H","X",NA,"PIPO",58.1,5,"2125",226,TRUE,2.3,"","tree","","",59.5,15627.24018,-26050.00963,0,1474.73959170355,NA,255.967830592154,224.21646
293,"2129","2123",FALSE,FALSE,TRUE,FALSE,"RS91H","X",NA,"ABCO",49.5,6,"2123",215,FALSE,9.5,"","tree","","",228.5,15652.97125,-26066.5709,0,1473.76447777797,30.38243063,NA,195.6507
294,"2131","RS91HR2",FALSE,TRUE,FALSE,FALSE,"RS91H","X",NA,"PSME",84.5,13,"RS91HR2",263,FALSE,3.5,"","tree","","",276.5,15726.46424,-26064.77941,0,1484.02316555417,42.57241638,NA,311.9067
295,"2138","2137",FALSE,FALSE,TRUE,FALSE,"RS91H","X",NA,"ABCO",60.2,10,"2137",254,TRUE,4.8,"","tree","","",87.5,15766.82372,-26041.82324,0,1495.4129717398,45.81518305,NA,231.19182
296,"2548","2548R",FALSE,TRUE,FALSE,FALSE,"RS01","X",NA,"PSME",70.7,11,"2548R",294,FALSE,15,"ref. pt. is backpack on road","tree","","",307.5,28248.53581,-51801.42637,0,1191.24421507358,37.60762866,NA,266.06862
297,"2557","2555",FALSE,TRUE,FALSE,FALSE,"RS01","X",NA,"PIPO",35.9,11,"2555",306,TRUE,12.1,"","tree","","",139.5,27674.75895,-51694.33919,0,1183.51628672508,35.32087929,154.303077411427,150.47694
298,"2593","PM44",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"ABCO",35.7,13,"PM44",238,FALSE,12.7,"","tree","","",251.5,30053.6726,-33432.26332,0,1203.65210918457,9.485553972,183.777718056774,149.81262
299,"2596","PM44",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"PIPO",71.4,10,"PM44",341,FALSE,8.8,"","tree","","",354.5,30042.47233,-33445.05258,0,1204.05581047599,45.27508549,NA,268.39374
300,"2605","2602",FALSE,FALSE,TRUE,FALSE,"TEDDY","X",NA,"ABCO",73,13,"2602",77,FALSE,24.1,"","tree","","",90.5,30008.26724,-33454.5622,0,1201.88219636209,8.653097594,NA,273.7083
301,"2608","2607",FALSE,FALSE,TRUE,FALSE,"TEDDY","X",NA,"PSME",44.2,13,"2607",214,FALSE,13.3,"","tree","","",227.5,30041.90682,-33415.38831,0,1200.56365483155,11.02065841,178.969500813036,178.04622
302,"4048","4047",FALSE,FALSE,TRUE,FALSE,"ULC1","X",NA,"PSME",136.5,3,"4047",115,TRUE,8.5,"","tree","","",308.5,-83922.00166,105116.3381,0,432.147276266463,67.31239418,NA,484.6299
303,"1454","1453",FALSE,FALSE,TRUE,FALSE,"ZA04A","X",NA,"PSME",37.2,5,"1453",8,FALSE,8,"","tree","","",21.5,-48855.89495,130184.0552,0,1713.64840016948,NA,156.129674811653,154.79502
304,"1458","1457",FALSE,FALSE,TRUE,FALSE,"ZA04A","X",NA,"PSME",36.2,13,"1457",116,FALSE,38.8,"","tree","","",129.5,-48959.55407,130138.1457,0,1745.99718177082,19.66786305,123.257163016533,151.47342
306,"1467","1465",FALSE,FALSE,TRUE,FALSE,"ZA07","X",NA,"PIPO",29.6,5,"1465",220,FALSE,2.7,"","tree","","",233.5,-46974.89374,129442.0236,0,1938.12126929558,22.15947212,150.743000119062,129.55086
307,"1477","1476",FALSE,FALSE,TRUE,FALSE,"WA01","X",NA,"ABCO",57.2,12,"1476",198,TRUE,4.8,"","tree","","",31.5,-54425.30738,130025.1859,0,1470.76285028722,23.62302042,218.859687101283,221.22702
308,"1483","1482",FALSE,FALSE,TRUE,FALSE,"WA01","X",NA,"ABCO",45.1,12,"1482",220,FALSE,11.8,"","tree","","",233.5,-54478.6916,130100.3851,0,1463.4487394539,41.55611189,172.732952826354,181.03566
309,"4221","4220",FALSE,FALSE,TRUE,FALSE,"ULC1B","X",NA,"PSME",42.2,5,"4220",182,FALSE,15.1,"","tree","","",195.5,-83860.70666,105095.9216,0,424.950373565078,33.06486944,168.606983503245,171.40302
310,"1486","1397",FALSE,FALSE,TRUE,FALSE,"SS24","X",NA,"PIPO",43.8,7,"1397",280,FALSE,13.8,"","tree","","",293.5,-64008.68955,117761.5206,0,1245.25691845994,44.86274818,189.694381910493,176.71758
311,"1491","1102",FALSE,FALSE,TRUE,FALSE,"SS24","X",NA,"PSME",68,6,"1102",30,FALSE,33.5,"","tree","","",43.5,-64043.10895,117774.3064,0,1245.5466575955,99.48781643,NA,257.1003
312,"1057","1056",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"PIPO",73,12,"1056",164,FALSE,6.3,"","tree","","",177.5,-103101.0056,188704.1299,0,1165.66288508615,14.75975482,NA,273.7083
313,"1211","1210",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"PIPO",54.4,NA,"1210",46,FALSE,10,"","tree","","",59.5,-92457.16407,175116.2487,0,1225.04281149463,NA,160.973253554403,211.92654
314,"1213","1294",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"PIPO",33.4,13,"1294",218,FALSE,3.4,"","tree","","",231.5,-92422.11095,175126.2442,0,1229.09685486556,NA,129.948485463356,142.17294
315,"1025","1024",FALSE,FALSE,TRUE,FALSE,"SSC1","X",NA,"PSME",54.2,5,"1024",352,TRUE,7.1,"","tree","","",185.5,-108741.4748,179928.3157,0,622.915800865371,74.8638996,NA,211.26222
316,"1029","1022",FALSE,TRUE,FALSE,FALSE,"SSC1","X",NA,"PSME",31.5,9,"1022",130,FALSE,3.4,"","tree","","",143.5,-108747.0664,179928.1846,0,621.494102447399,NA,NA,135.8619
317,"1028","1027",FALSE,FALSE,TRUE,FALSE,"SSC1","X",NA,"PSME",53.6,5,"1027",64,FALSE,10.1,"","tree","","",77.5,-108761.7257,179919.0854,0,622.295838750365,NA,191.411184370273,209.26926
318,"1011","1009",FALSE,FALSE,TRUE,FALSE,"SSC5B","X",NA,"PSME",72,12,"1009",291,FALSE,13,"","tree","","",304.5,-108586.7383,179553.5891,0,637.532991712585,17.42755925,NA,270.3867
319,"1018","1099",FALSE,FALSE,TRUE,FALSE,"SSC5B","X",NA,"PIPO",64.5,12,"1099",274,FALSE,14,"","tree","","",287.5,-108532.6244,179533.2981,0,613.083832647121,7.617313619,NA,245.4747
320,"1020","1017",FALSE,TRUE,FALSE,FALSE,"SSC5B","X",NA,"PIPO",68.4,11,"1017",218,FALSE,10.5,"woodpecker hole","tree","","",231.5,-108549.4675,179539.6668,0,620.604804071999,13.77862425,NA,258.42894
321,"1039","1038",FALSE,FALSE,TRUE,FALSE,"SS81","X",NA,"PSME",39,14,"1038",347,FALSE,4.3,"","tree","","",0.5,-102909.2452,188410.7493,0,1183.60732975745,35.720084,167.935012189561,160.7739
322,"1091","1092",FALSE,TRUE,FALSE,FALSE,"SS81","X",NA,"ABCO",71.3,11,"1092",10,FALSE,7.9,"decay = ""4""","tree","","",23.5,-102857.7331,188390.2058,0,1208.06284202309,79.03245547,286.363969110376,268.06158
323,"1046","1087",FALSE,FALSE,TRUE,FALSE,"SS81B","X",NA,"PSME",86.5,NA,"1087",160,FALSE,6.6,"","tree","","",173.5,-102703.9971,188614.526,0,1115.14244248052,45.17038913,NA,318.5499
324,"1050","1049",FALSE,FALSE,TRUE,FALSE,"SS82","X",NA,"PSME",52,13,"1049",37,FALSE,10.1,"","tree","","",50.5,-103129.0671,188625.9411,0,1151.66040344803,29.29061459,NA,203.9547
325,"1052","1048",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"PIPO",32,11,"1048",25,FALSE,17.9,"","tree","","",38.5,-103131.8946,188622.3226,0,1150.74535506091,51.175615,138.835808310459,137.5227
326,"2103","2102",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"ABCO",53.4,10,"2102",327,FALSE,8.8,"","tree","","",340.5,15356.97932,-26303.23512,0,1489.84152764773,28.35445303,NA,208.60494
327,"2110","2109",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"PSME",144,10,"2109",117,FALSE,30.2,"","tree","","",130.5,15354.06131,-26359.46455,0,1500.32692339861,116.1154457,NA,509.5419
328,"2114","2113",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"ABCO",63.8,10,"2113",218,FALSE,6.9,"","tree","","",231.5,15380.07051,-26339.8899,0,1491.75768357048,40.34784506,244.058428776544,243.14958
329,"2160","2162",FALSE,TRUE,FALSE,FALSE,"RS81","X",NA,"PSME",32.6,5,"2162",88,FALSE,6,"tree dying","tree","","",101.5,24397.70176,-33184.34792,0,1422.93834431107,31.79289036,NA,139.51566
330,"2154","2152",FALSE,FALSE,TRUE,FALSE,"RS54","X",NA,"PSME",111.5,6,"2152",68,FALSE,17.2,"pitching","tree","","",81.5,25629.61115,-33210.67402,0,1426.09657146117,53.31989333,NA,401.5899
331,"2158","2157",FALSE,FALSE,TRUE,FALSE,"RS54","X",NA,"PSME",109.7,5,"2157",220,FALSE,15.9,"","tree","","",233.5,25659.57607,-33176.50511,0,1423.79053728084,15.48319989,NA,395.61102
332,"2080","PM8",FALSE,TRUE,FALSE,FALSE,"S1A","X",NA,"ABCO",60.1,9,"PM8",178,FALSE,12,"","tree","","",191.5,12082.94347,-26649.0327,0,1690.96071174851,16.92011108,NA,230.85966
333,"2083","PM11",FALSE,TRUE,FALSE,FALSE,"S1A","X",NA,"ABCO",48.1,6,"PM11",101,FALSE,25.9,"","tree","","",114.5,12066.75769,-26657.67757,0,1695.38860037545,31.65502621,194.544346442501,191.00046
334,"2086","BIGFIR",FALSE,TRUE,FALSE,FALSE,"S1A","X",NA,"ABCO",43.1,12,"BIGFIR",30,FALSE,29.8,"two cores taken","tree","","",43.5,12009.08446,-26689.693,0,1719.95917443086,33.73303006,196.421822372588,174.39246
336,"2054","2053",FALSE,FALSE,TRUE,FALSE,"RS77","X",NA,"PSME",51.6,9,"2053",132,FALSE,8.3,"","tree","","",145.5,17799.66828,-10342.02437,0,1365.72333515451,47.09375569,NA,202.62606
337,"2059","2057",FALSE,FALSE,TRUE,FALSE,"RS78","X",NA,"PSME",50.9,5,"2057",291,FALSE,10.9,"","tree","","",304.5,14555.93349,-12544.62989,0,1555.95510268541,16.93734892,NA,200.30094
338,"2036","2035",FALSE,FALSE,TRUE,FALSE,"RS85B","X",NA,"PIPO",104.3,7,"2035",284,FALSE,15,"","tree","","",297.5,16762.86682,-11861.78577,0,1430.80351093352,73.9632521,NA,377.67438
339,"2038","RS85BROCK",FALSE,TRUE,FALSE,FALSE,"RS85B","X",NA,"PSME",48.6,7,"RS85BROCK",51,FALSE,5.9,"","tree","","",64.5,16689.43676,-11917.28245,0,1430.6160014802,39.76705779,221.145620788873,192.66126
340,"2044","2043",FALSE,FALSE,TRUE,FALSE,"RS85B","X",NA,"PIPO",46.3,11,"2043",83,FALSE,20.5,"","tree","","",96.5,16624.3234,-11826.99811,0,1421.34419190022,NA,171.874217359716,185.02158
341,"2046","2043",FALSE,FALSE,TRUE,FALSE,"RS85B","X",NA,"PIPO",56.8,9,"2043",178,FALSE,19.9,"","tree","","",191.5,16648.65904,-11809.81828,0,1416.92151336511,39.04983487,242.667231544465,219.89838
343,"2006","2005",FALSE,FALSE,TRUE,FALSE,"RS98F","X",NA,"PSME",58.3,9,"2005",180,FALSE,12.9,"","tree","","",193.5,31581.64298,-32281.82499,0,1215.7917767882,133.7635612,NA,224.88078
344,"2012","2011",FALSE,FALSE,TRUE,FALSE,"RS98F","X",NA,"PSME",71.4,8,"2011",177,FALSE,11.2,"","tree","","",190.5,31551.02976,-32292.71507,0,1215.61674143555,27.97962591,NA,268.39374
345,"2030","2028",FALSE,FALSE,TRUE,FALSE,"RS58","X",NA,"PSME",83.9,9,"2028",292,FALSE,12.7,"","tree","","",305.5,30510.58893,-33532.93897,0,1263.30659788804,116.1132838,NA,309.91374
346,"2505","2504",FALSE,FALSE,TRUE,FALSE,"SA03","X",NA,"PIPO",131.5,8,"2504",343,FALSE,15.4,"","tree","","",356.5,27980.90687,-48946.09139,0,1462.46505759719,53.68052447,NA,468.0219
347,"2514","2513",FALSE,FALSE,TRUE,FALSE,"SA03","X",NA,"ABCO",34.9,7,"2513",8,FALSE,7.5,"","tree","","",21.5,28011.04802,-48928.28241,0,1462.09477369979,NA,161.634224927657,147.15534
348,"2512","2511",FALSE,FALSE,TRUE,FALSE,"SA03","X",NA,"PIPO",105,6,"2511",172,FALSE,7.3,"","tree","","",185.5,27968.54503,-48915.51674,0,1452.66414807086,13.92159475,NA,379.9995
349,"2521","2520",FALSE,FALSE,TRUE,FALSE,"SA03","X",NA,"PIPO",NA,15,"2520",178,FALSE,6.1,"","tree","","",191.5,28150.62325,-48865.77302,0,1449.83879867061,24.70137779,261.174707220981,NA
350,"2589","SBREFUGEREF",FALSE,TRUE,FALSE,FALSE,"SB01","X",NA,"PSME",37.7,8,"SBREFUGEREF",355,TRUE,6.8,"refugium sample","tree","","",188.5,32918.77135,-52591.38874,0,1260.04988056993,NA,209.690777407285,156.45582
351,"2525","2524",FALSE,TRUE,FALSE,FALSE,"RS10","X",NA,"PSME",37.6,10,"2524",62,TRUE,4.1,"","tree","","",255.5,33192.97521,-52967.60998,0,1276.98460642791,21.9853568,112.734393130432,156.12366
352,"2532","2530",FALSE,FALSE,TRUE,FALSE,"RS10","X",NA,"PSME",53.7,10,"2530",330,FALSE,6.4,"","tree","","",343.5,33170.69269,-52976.09034,0,1280.06018314108,29.39355619,213.119911822,209.60142
353,"2538","2537",FALSE,FALSE,TRUE,FALSE,"RS10","X",NA,"PIPO",104.4,10,"2537",294,FALSE,14.5,"","tree","","",307.5,33218.18621,-53020.2409,0,1279.67455042725,NA,NA,378.00654
354,"2564","2563",FALSE,FALSE,TRUE,FALSE,"RT02","X",NA,"ABCO",28,12,"2563",350,FALSE,18.8,"","tree","","",3.5,28500.33748,-52341.15056,0,1207.95792623335,8.030139823,NA,124.2363
356,"2570","2569",FALSE,FALSE,TRUE,FALSE,"RT02","X",NA,"ABCO",91.5,13,"2569",288,FALSE,19.4,"","tree","","",301.5,28510.48399,-52341.35953,0,1207.21537452261,33.84905479,NA,335.1579
357,"2575","2574",FALSE,FALSE,TRUE,FALSE,"RT02","X",NA,"PSME",35.5,11,"2574",175,FALSE,7.7,"","tree","","",188.5,28483.40874,-52319.15637,0,1199.09264815916,8.073704376,136.567899687365,149.1483
358,"1391","1390",FALSE,FALSE,TRUE,FALSE,"ZA03","X",NA,"PIPO",81.2,9,"1390",271,FALSE,7.9,"","tree","","",284.5,-49172.30189,130856.1666,0,1690.24944060952,21.66464142,NA,300.94542
360,"1318","1317",FALSE,FALSE,TRUE,FALSE,"ZA22","X",NA,"PSME",28.7,4,"1317",342,TRUE,5.1,"","tree","","",175.5,-52823.65515,113482.9206,0,1075.17646903021,8.070415021,113.237963087139,126.56142
362,"1327","1326",FALSE,FALSE,TRUE,FALSE,"ZA24","X",NA,"ABCO",28.4,4,"1326",122,FALSE,16.8,"","tree","","",135.5,-54407.22243,115465.9515,0,1344.0475262271,6.418167616,NA,125.56494
363,"1329","1325",FALSE,TRUE,FALSE,FALSE,"ZA24","X",NA,"PSME",36.2,6,"1325",42,FALSE,7.3,"","tree","","",55.5,-54402.62442,115452.3821,0,1348.44880050744,16.52531388,NA,151.47342
364,"1333","1331",FALSE,FALSE,TRUE,FALSE,"ZA24","X",NA,"ABCO",99.7,6,"1331",121,FALSE,8.2,"","tree","","",134.5,-54408.80667,115435.8158,0,1352.96887662866,48.6118641,NA,362.39502
365,"1335","1326",FALSE,FALSE,TRUE,FALSE,"ZA24","X",NA,"PSME",36.5,6,"1326",121,FALSE,28,"","tree","","",134.5,-54415.41817,115473.5944,0,1341.40964451125,6.087962418,NA,152.4699
366,"1311","1310",FALSE,FALSE,TRUE,FALSE,"SSA15","X",NA,"PIPO",56,7,"1310",164,FALSE,17.3,"","tree","","",177.5,-61780.67448,111722.4132,0,720.514706721067,25.86636618,NA,217.2411
369,"1355","1349",FALSE,FALSE,TRUE,FALSE,"ZA09","X",NA,"ABCO",65.5,9,"1349",283,TRUE,18.4,"","tree","","",116.5,-45820.05871,121774.1871,0,1805.13036497598,62.65347036,NA,248.7963
371,"1377","1371",FALSE,TRUE,FALSE,FALSE,"A1","X",NA,"ABCO",76.5,12,"1371",242,FALSE,47.8,"","tree","","",255.5,-42973.10875,122469.6415,0,1599.31226238179,11.31123857,NA,285.3339
373,"4202","4201",FALSE,FALSE,TRUE,FALSE,"ARE1","X",NA,"PSME",50.5,8,"4201",166,TRUE,5.8,"","tree","","",359.5,-82036.08197,106467.0292,0,585.013934517033,63.78451544,NA,198.9723
374,"4204","4200",FALSE,TRUE,FALSE,FALSE,"ARE1","X",NA,"PSME",40.7,4,"4200",327,FALSE,12.5,"","tree","","",340.5,-82031.79509,106467.3438,0,583.708874995876,25.4831281,NA,166.42062
375,"4210","4209",FALSE,FALSE,TRUE,FALSE,"ARE1","X",NA,"PSME",47,4,"4209",247,FALSE,6.4,"","tree","","",260.5,-82136.69611,106286.7908,0,591.686370142817,27.87543771,NA,187.3467
376,"4215","4214",FALSE,FALSE,TRUE,FALSE,"ARE1","X",NA,"PSME",50,6,"4214",107,TRUE,8,"core includes 2014 ring","tree","","",300.5,-82140.54915,106311.9585,0,593.644674940144,26.05933905,NA,197.3115
380,"4013","4014",FALSE,TRUE,FALSE,FALSE,"LLC1","X",NA,"PIPO",77,9,"4014",198,FALSE,25.2,"Ref missing on datasheet","tree","","",211.5,-89472.56127,102273.8888,1,240.212311643781,35.1071688,NA,286.9947
381,"1073","PM205",FALSE,TRUE,FALSE,FALSE,"RT01","X",NA,"PSME",50,NA,"PM205",0,FALSE,0,"pm205","tree","PM205","",13.5,66452.00671,-91512.35774,0,1518.62574397158,5.254221794,196.740245705053,197.3115
382,"1233","1229",FALSE,FALSE,TRUE,FALSE,"RR7","X",NA,"PSME",37.5,7,"1229",290,FALSE,7.7,"","tree","","",303.5,65236.43563,-91546.71819,0,1399.80377843294,44.09913434,NA,155.7915
383,"1230","1078",FALSE,TRUE,FALSE,FALSE,"RR7","X",NA,"PSME",48.7,9,"1078",314,FALSE,9.5,"","tree","","",327.5,65249.68948,-91506.93752,0,1387.38009717443,64.35867261,NA,192.99342
384,"2582","2581",FALSE,FALSE,TRUE,FALSE,"RS01","X",NA,"PIPO",69.7,11,"2581",54,FALSE,7.9,"","tree","","",67.5,28432.44911,-51955.59089,0,1213.81383152492,13.74586397,256.143238675064,262.74702
385,"2604","2601",FALSE,FALSE,TRUE,FALSE,"TEDDY","X",NA,"PSME",68,11,"2601",28,FALSE,7.7,"","tree","","",41.5,30033.95927,-33440.52984,0,1202.46679583594,47.70316603,239.684277322806,257.1003
386,"1284","1218",FALSE,TRUE,FALSE,FALSE,"TULLB","X",NA,"PIPO",84,9,"1218",30,FALSE,28.8,"","tree","","",43.5,-103616.9555,166170.6859,0,995.301987461975,14.72168797,NA,310.2459
387,"1013","1007",FALSE,FALSE,TRUE,FALSE,"SSC5B","X",NA,"PSME",58.2,8,"1007",143,FALSE,13,"","tree","","",156.5,-108622.2929,179563.0236,0,647.513718882768,39.23757827,279.267741769712,224.54862
388,"2082","PM8",FALSE,TRUE,FALSE,FALSE,"S1A","X",NA,"ABCO",49.5,5,"PM8",38,FALSE,17.6,"","tree","","",51.5,12066.77715,-26671.74805,0,1700.77484406715,NA,206.698369965533,195.6507
