"tree.id","tree.ref","ref.is.self","ref.is.ref","ref.is.tree","ref.missing","plot.id","foc","cmp","species","dbh","ba20","ref","brg.to.ref","backbrg","dist.to.ref","notes","tree.or.logger","former.id","X","brg.to.ref.true","x","y","dummy.coords","elev","cluster"
"1134","1133",FALSE,TRUE,FALSE,FALSE,"HARDIN B","X",NA,"PIPO",37,9,"1133",218,TRUE,5.6,"","tree","","",51.5,7506.58795408207,-23024.6610079211,0,1255.52720579393,"SL"
"1147","1145",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PSME",84.2,15,"1145",41,FALSE,10.7,"","tree","","",54.5,1460.207697083,-21037.624190729,0,1108.96127058132,"SL"
"1146","1145",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PIPO",74.2,9,"1145",334,FALSE,12.6,"","tree","","",347.5,1471.64587226503,-21043.7119987926,0,1113.32159537066,"SL"
"1112","1111",FALSE,FALSE,TRUE,FALSE,"YSO3","X",NA,"PIPO",42.7,7,"1111",320,FALSE,14.1,"","tree","","",333.5,2840.75842159156,-21372.7184677913,0,1196.60115700459,"SL"
"1221","1220",FALSE,TRUE,FALSE,FALSE,"RT02C","X",NA,"PSME",52.7,9,"1220",46,FALSE,15.8,"","tree","","",59.5,66660.5800736128,-91289.6579340892,0,1530.11016367487,"SH"
"1258","1254",FALSE,FALSE,TRUE,FALSE,"RR33","X",NA,"ABCO",43.3,10,"1254",304,FALSE,8.2,"","tree","","",317.5,62807.3032968015,-84125.2595104794,0,1681.78398925211,"SH"
"1271","RR71BOULDER",FALSE,TRUE,FALSE,FALSE,"RR71","X",NA,"PSME",62.5,4,"RR71BOULDER",76,FALSE,11,"","tree","","",89.5,63269.9970097736,-86832.0085150754,0,1940.3155848886,"SH"
"1438","1437",FALSE,FALSE,TRUE,FALSE,"YB01F","X",NA,"PIPO",49.9,11,"1437",20,FALSE,3.7,"","tree","","",33.5,10529.5471096345,-48006.4364806535,0,1091.83060455119,"SL"
"1499","1500",FALSE,TRUE,FALSE,FALSE,"YB01A","X",NA,"PIPO",45.1,9,"1500",360,FALSE,1.6,"","tree","","",13.5,10302.756450462,-48117.7371031931,0,1109.26999010414,"SL"
"2122","2116",FALSE,FALSE,TRUE,FALSE,"RS91H","X",NA,"PSME",53.9,8,"2116",322,FALSE,33.3,"","tree","","",335.5,15632.8273976231,-26062.7836156075,0,1472.76221238877,"SL"
"2601","2600",FALSE,FALSE,TRUE,FALSE,"TEDDY","X",NA,"ABCO",41,10,"2600",10,FALSE,15.6,"","tree","","",23.5,30039.0614471962,-33434.7628760385,0,1202.13792812795,"SL"
"4045","4044",FALSE,FALSE,TRUE,FALSE,"ULC1","X",NA,"PSME",44.2,4,"4044",130,TRUE,6.9,"","tree","","",323.5,-83932.056699724,105117.253659389,0,432.259842057755,"NL"
"1451","1450",FALSE,FALSE,TRUE,FALSE,"ZA04A","X",NA,"PILA",69.5,12,"1450",189,TRUE,2.9,"","tree","","",22.5,-48846.6565982003,130184.692416367,0,1715.05486285754,"NH"
"1463","1460",FALSE,TRUE,FALSE,FALSE,"ZA07","X",NA,"PIPO",55.7,5,"1460",181,FALSE,35.8,"","tree","","",194.5,-46984.3368202608,129467.854285777,0,1938.68329671529,"NH"
"1481","1479",FALSE,FALSE,TRUE,FALSE,"WA01","X",NA,"ABCO",83.5,13,"1479",74,FALSE,22.4,"","tree","","",87.5,-54488.6572082273,130076.574388788,0,1465.76005450648,"NH"
"4218","4217",FALSE,TRUE,FALSE,FALSE,"ULC1B","X",NA,"PSME",38,4,"4217",247,TRUE,6.2,"","tree","","",80.5,-83858.0471202196,105081.275509836,0,428.006241114696,"NL"
"1489","1488",FALSE,FALSE,TRUE,FALSE,"SS24","X",NA,"PIPO",80.3,6,"1488",172,FALSE,13.7,"","tree","","",185.5,-64026.7623268311,117786.01388739,0,1246.17287024447,"NH"
"1036","1035",FALSE,FALSE,TRUE,FALSE,"SS81","X",NA,"PSME",28.5,14,"1035",295,FALSE,5.8,"","tree","","",308.5,-102905.221823222,188416.152409299,0,1183.97676584781,"NH"
"1044","1088",FALSE,FALSE,TRUE,FALSE,"SS81B","X",NA,"ABCO",103.5,15,"1088",133,FALSE,11.3,"","tree","","",146.5,-102695.645522664,188602.104624672,0,1119.01582152262,"NH"
"2107","2106",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"ABCO",65.4,11,"2106",51,FALSE,12.8,"","tree","","",64.5,15382.5449548601,-26345.7081990498,0,1491.3588823997,"SL"
"2152","2151",FALSE,FALSE,TRUE,FALSE,"RS54","X",NA,"PSME",71.8,5,"2151",145,FALSE,11.7,"","tree","","",158.5,25646.6222193102,-33208.1317027951,0,1427.19716061328,"SL"
