"tree.id","former.id","species","dbh","x","y","elev","plot.id","cluster"
"9231","","PIPO","50.9",9856,-23101,1366,"HARDIN","SL"
"1261","","PIPO","58.1",9874,-23090,1365,"HARDIN","SL"
"1097","","PIPO","45.4",9885,-23076,1364,"HARDIN","SL"
"1109","","PIPO","82.9",9876,-23061,1366,"HARDIN","SL"
"1141","","PIPO","58.6",9881,-23082,1364,"HARDIN","SL"
"1142","","PIPO","91.5",9899,-23087,1361,"HARDIN","SL"
"1133","","PSME","48.6",7511,-23021,1256,"HARDIN B","SL"
"1139","","PSME","51",7490,-23049,1252,"HARDIN B","SL"
"1143","","PSME","38.1",1479,-21012,1105,"LESTAN","SL"
"1149","","PSME","84.6",1452,-21045,1111,"LESTAN","SL"
"1153","","PIPO","47.3",1433,-21065,1114,"LESTAN","SL"
"1154","","PIPO","61.9",1442,-21063,1116,"LESTAN","SL"
"1158","","PIPO","51.5",1485,-21041,1116,"LESTAN","SL"
"1160","","PIPO","34.5",1507,-21048,1121,"LESTAN","SL"
"1162","","PSME","35.6",1509,-21032,1115,"LESTAN","SL"
"1110","","PSME","65.2",2828,-21346,1198,"YSO3","SL"
"1115","","PILA","80.2",2855,-21389,1196,"YSO3","SL"
"1122","","PSME","91.9",2775,-21286,1194,"YSO3","SL"
"1126","","PIPO","89.5",2779,-21304,1196,"YSO3","SL"
"1128","","PIPO","49.4",2798,-21398,1191,"YSO3","SL"
"1130","","PILA","59.9",2825,-21404,1194,"YSO3","SL"
"1131","","PIPO","38.4",2826,-21389,1195,"YSO3","SL"
"1132","","PSME","65.1",2764,-21371,1189,"YSO3","SL"
