Timestamp,Core number,Newer record exists?,Core has multiple records?,Modification(s) made,If adding or removing rings...,Core status,Good alignment through year,Was alignment limited by reference chronology length?,Other notes,Person,Derek double-check needed?,Crossdating by...,Were there multiple potential ways to get good alignment?,If modification did not make sense in image...,
5/27/2015 17:10:43,pm218,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:13:15,pm219A,TRUE,TRUE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:18:51,pm219A,FALSE,TRUE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:19:56,pm219B,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:20:49,pm220B,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:23:29,pm220A,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:26:05,pm186,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:27:57,pm285A,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:28:50,pm217B,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:33:13,1482Z,FALSE,FALSE,Removed ring(s),No,Good alignment throughout,,No,,Sky,check deletion of rings in beginning,Cluster,,2011,
5/27/2015 17:39:53,pm209,FALSE,FALSE,reviewed core against SL cluster ,Yes,Good alignment through year X,1943,No,,Sky,,Cluster,,,
5/27/2015 17:42:12,2586,FALSE,FALSE,reviewed core against SL cluster ,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:43:25,pm285-2,TRUE,TRUE,reviewed core against SL cluster ,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:45:43,1319,FALSE,FALSE,"Dated core, against SL reference chronology",Yes,Poor alignment  throughout,,No,,Sky,"Check: alignment score is good, but beginning is just so bad so I said Poor alignment throughout",Cluster,,,
5/27/2015 17:47:41,pm190,FALSE,FALSE,Dated core,,Good alignment through year X,1968,No,,Sky,,Cluster,,,
5/27/2015 17:51:25,pm211,FALSE,FALSE,"Dated core, Added ring(s), against SL reference chronology",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:53:47,1240,FALSE,FALSE,"Dated core, against SL reference chronology",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:57:13,unk,FALSE,FALSE,"Dated core, Resolved uncs, against SL reference chronology",,Good alignment through year X,1922,No,,Sky,,Cluster,,,
5/27/2015 18:09:56,pmx1,FALSE,FALSE,reviewed core against SL cluster ,Yes,Good alignment through year X,1951,No,,Sky,,Cluster,,,
5/27/2015 18:11:30,pm206,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:13:47,pm201,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:15:55,pm203,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment through year X,1936,No,,Sky,,Cluster,,,
5/27/2015 18:20:41,pm204,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:21:59,pm187,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment through year X,1954,No,,Sky,,Cluster,,,
5/27/2015 18:22:49,pm188,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:23:57,pm189,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:25:14,pm196,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment through year X,1957,No,,Sky,,Cluster,,,
5/27/2015 18:26:07,pm197,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:26:54,pm214Z,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/27/2015 18:27:43,pm193,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:28:46,pmx2,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment through year X,1953,No,,Sky,,Cluster,,,
5/27/2015 18:29:41,pm191,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:31:13,pm212,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment through year X,1957,No,,Sky,,Cluster,,,
5/27/2015 18:32:09,pm214,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:33:29,pm199,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:34:26,pm185,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:36:34,pm200,FALSE,FALSE,"Added ring(s), reviewed core against SL reference chronology",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:39:24,pm192,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 18:49:28,2167A,FALSE,FALSE,reviewed core against SL reference chronology,Yes,Good alignment through year X,1958,No,,Sky,,Cluster,,,
5/28/2015 10:16:47,pm217,TRUE,TRUE,Removed ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
6/1/2015 14:42:14,1007,TRUE,TRUE,checking in reference to 1007Zt,,Poor alignment  throughout,,No,dating unclear in reference to 1007Z,Sky,check reference between two cores,Cluster,,,
6/1/2015 14:42:55,1007Z,FALSE,FALSE,checking in reference to 1007,,Poor alignment  throughout,,No,dating unclear in reference to 1007,Sky,,Cluster,,,
6/2/2015 11:35:25,1311,TRUE,TRUE,"Dated core, Removed ring(s), reviewed core against 1311Z",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
6/2/2015 12:45:08,1418,FALSE,TRUE,referencing to 1418Zt core,,Good alignment throughout,,No,addition of ring needed?,Sky,,Cluster,,,
6/17/2015 11:44:46,1170,FALSE,FALSE,"Dated core, corrected misplaced multi points",Yes,Good alignment through year X,1951,No,,Derek,,Cluster,,,
6/17/2015 11:52:11,1169,TRUE,TRUE,,Yes,Good alignment through year X,1957,No,,Morgan,,Cluster,,,
6/17/2015 12:07:23,1164,FALSE,FALSE,,Yes,Good alignment through year X,1956,No,,Morgan,,Cluster,,,
6/17/2015 12:22:58,1328d,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,,,
6/17/2015 12:33:52,1371,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,,,
6/17/2015 13:06:09,1166,FALSE,FALSE,"Dated core, Added ring(s)",Yes,Good alignment through year X,1973,No,,Morgan,,Cluster,,,
6/17/2015 13:19:39,1165,FALSE,FALSE,,Yes,Good alignment through year X,1968,No,2001-2008 off by 1 year (no added rings because it didn't make sense),Morgan,,Cluster,,,
6/17/2015 13:56:38,1325d,FALSE,FALSE,Dated core,,Good alignment throughout,,No,latest 5 years are questionable,Morgan,,Cluster,,,
6/18/2015 11:47:38,1171,FALSE,FALSE,"Dated core, Added ring(s)",Yes,Good alignment through year X,1953,No,,Morgan,,Cluster,,,
6/18/2015 11:52:10,1378,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,,,
6/18/2015 12:01:33,1163,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,,,
6/18/2015 12:10:55,1168,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,,,
6/18/2015 12:30:40,1167,FALSE,FALSE,Dated core,,Good alignment through year X,1973,No,,Morgan,,Cluster,,,
6/18/2015 12:34:48,1329d,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/18/2015 12:59:49,1335d,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/18/2015 13:58:45,1417,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/18/2015 13:59:44,4213,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 10:29:00,pm46,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 10:48:23,pm35,FALSE,FALSE,"Dated core, Removed ring(s)",Yes,Good alignment through year X,1955,No,,Morgan,,Cluster,One clear way,,
6/19/2015 11:00:49,pm48Z,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 11:05:02,pm40,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 11:14:36,pm44,FALSE,FALSE,Dated core,,Good alignment through year X,1959,No,,Morgan,,Cluster,One clear way,,
6/19/2015 11:17:07,pm45,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 11:19:08,pm36,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 11:20:54,pm39,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 11:24:00,pm41,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 11:27:20,1231,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 12:32:37,pm49,TRUE,TRUE,"Resolved uncs, Added ring(s)",Yes,Good alignment through year X,1960,No,,Morgan,,Cluster,One clear way,,
6/19/2015 12:41:49,1159,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 12:47:09,pm90,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 12:47:51,pm93,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 12:51:25,pm86,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/19/2015 12:56:10,pm79B,FALSE,FALSE,,Yes,Good alignment through year X,1957,No,,Morgan,,Cluster,One clear way,,
6/23/2015 12:21:49,1097,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Derek,,Cluster,One clear way,,
6/23/2015 12:27:38,1149,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Derek,,Cluster,One clear way,,
6/23/2015 12:47:11,1109,FALSE,FALSE,"Dated core, Resolved uncs, Removed ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 12:55:16,1113,FALSE,FALSE,"Dated core, Resolved uncs, Added ring(s), Removed ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 12:56:36,pm107,TRUE,TRUE,"Resolved uncs, Added ring(s)",Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/23/2015 13:05:09,pm119,TRUE,TRUE,Added ring(s),Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/23/2015 13:06:50,1118,FALSE,FALSE,"Dated core, Resolved uncs, Removed ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 13:11:56,pm126,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/23/2015 13:12:29,1120,FALSE,FALSE,"Dated core, Removed ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 13:24:30,1123,FALSE,FALSE,Added ring(s),Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 13:33:35,1007Z,FALSE,FALSE,Resolved uncs,Yes,Good alignment through year X,1968,No,,Joshua,,Cluster,One clear way,,
6/23/2015 13:36:34,pm130,TRUE,TRUE,"Dated core, Resolved uncs, Added ring(s)",No,Good alignment throughout,,No,"Had to add a very absurd ring, but brought very strong correlation",Cameron,,Cluster,One clear way,,
6/23/2015 13:41:27,1134,FALSE,FALSE,,Yes,Good alignment through year X,1968,No,,Joshua,,Cluster,One clear way,,
6/23/2015 13:51:54,1136,FALSE,FALSE,Resolved uncs,Yes,Good alignment through year X,1975,No,,Joshua,,Cluster,One clear way,,
6/23/2015 13:53:06,pm176,FALSE,FALSE,"Dated core, Removed ring(s)",Yes,Good alignment throughout,,No,"""removed rings"" was just rings at end of core that were highly distorted",Cameron,,Cluster,One clear way,,
6/23/2015 14:00:46,pm259,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/23/2015 14:09:21,pm273,TRUE,TRUE,Dated core,,Good alignment through year X,1969,No,,Cameron,,Cluster,One clear way,,
6/23/2015 14:17:51,1148,FALSE,FALSE,"Dated core, Resolved uncs, Added ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 14:28:35,1161,FALSE,FALSE,"Dated core, Removed ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 14:30:17,pm51,FALSE,FALSE,Dated core,,Good alignment throughout,,No,False bark was decided- must have been placed on accident,Cameron,,Cluster,One clear way,,
6/23/2015 14:41:45,pm82A,TRUE,TRUE,Dated core,,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/23/2015 14:46:43,pm57,FALSE,FALSE,"Dated core, Resolved uncs, Added ring(s), Removed ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 14:54:45,pm117,FALSE,FALSE,Resolved uncs,Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/23/2015 15:03:29,pm134,FALSE,FALSE,Resolved uncs,Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/23/2015 15:09:21,1138,FALSE,FALSE,Removed ring(s),Yes,Good alignment throughout,,No,Excellent alignment,Cameron,,Cluster,One clear way,,
6/23/2015 15:11:07,1117,FALSE,FALSE,"Resolved uncs, Added ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 15:19:39,1147,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 15:25:30,1158,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/23/2015 15:29:10,1261,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 15:35:34,1160,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 15:46:10,1145,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 15:59:18,1150,TRUE,TRUE,Resolved uncs,Yes,Good alignment through year X,1966,No,Maybe look at this one again- quite a long and strange core,Cameron,,Cluster,One clear way,,
6/23/2015 16:00:42,1140A,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/23/2015 16:16:14,pm87,TRUE,TRUE,,Yes,Good alignment through year X,1940,No,,Cameron,,Cluster,One clear way,,
6/23/2015 16:21:48,pm255,FALSE,FALSE,"added ""crs""",Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/23/2015 16:26:33,pm298,TRUE,TRUE,,Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/25/2015 12:07:31,1132,FALSE,FALSE,,Yes,Good alignment throughout,,No,perfect-had to do nothing,Cameron,,Cluster,One clear way,,
6/25/2015 12:15:55,pm68b,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 12:20:36,1127,TRUE,TRUE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 12:27:13,pm268,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 12:27:51,1126,FALSE,FALSE,Removed ring(s),Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/25/2015 12:35:16,pm71A,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 12:37:16,pm296,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 12:47:16,pm207,FALSE,FALSE,,Yes,Good alignment through year X,1984,No,,Morgan,,Cluster,One clear way,,
6/25/2015 12:50:30,1151,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 12:52:21,1115,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/25/2015 12:58:21,1114,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/25/2015 13:01:03,1111,FALSE,FALSE,"Dated core, Resolved uncs, Removed ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 13:02:23,pm74A,TRUE,TRUE,Added ring(s),Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 13:07:34,pm295,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 13:12:17,pm178,TRUE,TRUE,Dated core,,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 13:21:03,pm198,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 13:26:01,pm69b,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 13:27:04,1144A,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment through year X,1966,No,,Cameron,,Cluster,One clear way,,
6/25/2015 13:27:29,pm279,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 13:28:41,pm63B,TRUE,TRUE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 13:29:43,pm98,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 13:37:04,pm274,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 13:39:23,1157,FALSE,FALSE,"Dated core, Added ring(s)",Yes,Poor alignment  throughout,,No,Abs really messed up this core- hard to get anything out of it,Cameron,,Cluster,Multiple potential ways,,
6/25/2015 14:15:47,1122,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Joshua,,Cluster,,,
6/25/2015 14:20:26,1153,FALSE,FALSE,"Dated core, Added ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 14:21:31,1119,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/25/2015 14:27:08,1125,FALSE,FALSE,"Dated core, Removed ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 14:29:10,1155,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 14:31:01,1129,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/25/2015 14:43:55,1143,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 14:44:44,1121,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 14:45:59,1162,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Joshua,,Cluster,,,
6/25/2015 14:54:50,1135,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 14:56:59,1130,TRUE,TRUE,Dated core,,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 15:00:17,1139,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 15:03:55,1142,FALSE,FALSE,"Dated core, skipped rings at beginning",Yes,Good alignment throughout,,No,,Cameron,,Cluster,Multiple potential ways,,
6/25/2015 15:10:32,1156,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Cameron,,Cluster,,,
6/25/2015 15:10:55,1110,FALSE,FALSE,"Dated core, Resolved uncs, Added ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 15:12:06,1141,FALSE,FALSE,"Dated core, Resolved uncs, Removed ring(s)",Yes,Good alignment through year X,1921,No,conflict between bark and year,Morgan,,Cluster,One clear way,,
6/25/2015 15:15:21,1133,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 15:15:36,1130,FALSE,TRUE,,Yes,Good alignment throughout,,No,,Cameron,,Cluster,One clear way,,
6/25/2015 15:24:21,1154,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 15:25:11,1131,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 15:29:34,1146,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,One clear way,,
6/25/2015 15:31:03,1112,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 15:34:33,1116,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 15:38:06,1152,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 15:38:44,1124,FALSE,FALSE,Dated core,,Good alignment through year X,1975,No,,Cameron,,Cluster,One clear way,,
6/25/2015 15:47:32,1140B,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 15:55:33,1144B,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/25/2015 15:55:34,1128,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment through year X,1940,No,,Morgan,,Cluster,,,
6/25/2015 16:06:12,1415,FALSE,TRUE,Removed ring(s),Yes,Good alignment through year X,1829,Yes,"This was a file I redid under Derek's instruction, when going through the ""did the point make sense in the picture?"" spreadsheet. I deleted the poin tthey said didn't make sense in the image, and it improved it a lot. ",Cameron,,Cluster,One clear way,,
6/25/2015 16:37:03,2024,FALSE,TRUE,Resolved uncs,No,Good alignment through year X,1835,Yes,"This is one where a previous tech had said they put a point in that didn't make any sense, but after review it seemed fine. I went back and resolved an unc. ",Cameron,,Cluster,One clear way,1970,
6/25/2015 16:47:23,2594,TRUE,TRUE,Resolved uncs,No,Good alignment through year X,1907,No,"This is a resubmitted item: I had to go back and make uncs into normal points. This was reviewd on the ""Measuring checking"" spreadsheet. Also incorrectly stated that it was limited by reference chronology. I put his year, 1907, as the good alignment just to stay consistent.  ",Cameron,,Cluster,One clear way,1929,
6/25/2015 16:54:05,2037,TRUE,TRUE,Added ring(s),Yes,Good alignment throughout,,No,"Missing ring from previous cross-dating, added ring improves alignment throughout",Morgan,,Cluster,One clear way,,
6/25/2015 17:12:54,2023,TRUE,TRUE,Resolved uncs,Yes,Good alignment through year X,1907,Yes,"All I did was resolve one unc: this file was reviewed in the ""Measurement checking"" section",Cameron,,Cluster,,,
6/26/2015 10:49:01,2580,FALSE,TRUE,"Resolved uncs, Added ring(s)",No,Good alignment throughout,,No,"previous person did not remove uncs, improved alignment throughout",Morgan,,Cluster,One clear way,1989,
6/26/2015 12:19:43,2584,FALSE,TRUE,Added ring(s),Yes,Good alignment throughout,,No,"resubmission (fixed missing ring, alignment improved)",Morgan,,Cluster,One clear way,,
6/27/2015 11:35:55,1311,FALSE,TRUE,"Dated core, Added ring(s)",Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/27/2015 11:37:24,1026,FALSE,TRUE,Resolved uncs,No,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,2006,
6/27/2015 11:39:37,1019,FALSE,TRUE,Removed ring(s),No,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,1960,
6/27/2015 12:39:05,1966,FALSE,FALSE,"Added ring(s), Removed ring(s)",Yes,Good alignment through year X,1966,No,,Joshua,,Cluster,One clear way,,
6/27/2015 12:48:04,1215,FALSE,TRUE,Dated core,,Good alignment throughout,,No,"re-dated core to resolve ""did not make sense"" rings",Morgan,,Cluster,One clear way,,
6/27/2015 12:52:33,1418Z,FALSE,TRUE,Added ring(s),Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/27/2015 14:04:28,1498,FALSE,TRUE,Removed ring(s),Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/28/2015 10:19:04,1381,FALSE,TRUE,"Dated core, Removed ring(s)",No,Good alignment through year X,1835,Yes,"Re-dated, removed different ring than previusly removed",Morgan,,Cluster,One clear way,1948,
6/28/2015 11:41:24,1340,FALSE,TRUE,Added ring(s),Yes,Poor alignment  throughout,,No,,Joshua,,Cluster,One clear way,,
6/28/2015 12:16:24,1488,FALSE,TRUE,Added ring(s),Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/28/2015 13:06:40,1372,FALSE,TRUE,Added ring(s),Yes,Good alignment through year X,1924,No,,Joshua,,Cluster,One clear way,,
6/30/2015 11:20:06,1500,FALSE,TRUE,Removed ring(s),Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/30/2015 11:45:07,2594,FALSE,TRUE,Added ring(s),No,Good alignment throughout,,No,"Cameron edit on 10/26/15. Josh claimed his additions made sense but they didn't. An addition at 132, and 82 were nonsensical.",Joshua,,Cluster,One clear way,1931,
6/30/2015 12:03:19,1065,FALSE,TRUE,Removed ring(s),Yes,Good alignment through year X,1954,No,,Joshua,,Cluster,One clear way,,
6/30/2015 12:09:40,2023,FALSE,TRUE,Removed ring(s),Yes,Good alignment through year X,1835,Yes,,Joshua,,Cluster,One clear way,,
6/30/2015 12:53:09,2037,FALSE,TRUE,"Dated core, Added ring(s), Removed ring(s)",Yes,Good alignment through year X,1835,Yes,,Joshua,,Cluster,One clear way,,
6/30/2015 18:10:51,1290,FALSE,TRUE,Added ring(s),Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
6/30/2015 18:16:56,1352,FALSE,TRUE,Added ring(s),Yes,Good alignment throughout,,No,,Joshua,,Cluster,One clear way,,
